首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1174,90,9,A - 一轨单点,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1175,90,12,A - 四轨单点,A - 一二轨滑键,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1176,90,15,A - 二轨单点,A - 三轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1177,90,18,A - 四轨单点,A - 三轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1178,90,21,A - 二轨单点,A - 二一轨滑键,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1179,90,24,A - 四轨单点,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1180,90,27,A - 二轨单点,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,351,26,29,A - 二轨长条左滑、四轨长条左滑,A - 四轨单点,4197569,110 + 0.2
,,致命之剑 5k节奏转谱 190.5.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,1181,90,30,A - 五轨单点,A - 一轨单点,4197569,110 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1009,113,0,A - 四轨单点,A - 三轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1010,113,4,A - 二轨单点,A - 一轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1011,113,8,A - 四轨单点,A - 三轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1012,113,12,A - 二轨单点,A - 二轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1013,113,16,A - 三轨单点,A - 四轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1014,113,20,A - 一轨单点,A - 一轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1015,113,24,A - 三轨单点,A - 三轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1016,113,28,A - 一轨单点,A - 二轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1017,114,0,A - 四轨单点,A - 四轨单点,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3850932,78 - 0.4
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1009,113,0,A - 四轨单点,A - 一轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1010,113,4,A - 二轨单点,A - 三轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1011,113,8,A - 四轨单点,A - 二轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1012,113,12,A - 二轨单点,A - 四轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1013,113,16,A - 三轨单点,A - 一轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1014,113,20,A - 一轨单点,A - 三轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1015,113,24,A - 三轨单点,A - 二轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1016,113,28,A - 一轨单点,A - 四轨单点,3853701,79 + 0.2
,,Purple Passion 4k节奏转谱 336_odd.xml,"Purple Passion 4k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、四轨长条结尾,3853701,79 + 0.2
,,神圣之光 4k节奏转谱 232.5_odd.xml,"神圣之光 4k节奏转谱","7 Sequence",非押爆,爆气,分开,一爆,506,34,11,A - 二轨长条开始、四轨长条开始,A - 二轨长条左滑、四轨长条左滑,5563886,155 - 0.2
,,神圣之光 4k节奏转谱 232.5_odd.xml,"神圣之光 4k节奏转谱","7 Sequence",非押爆,爆气,分开,二爆,2057,136,2,A - 一轨单点、四轨长条开始,A - 一轨长条中间、四轨长条中间,5563886,155 - 0.2
,,神圣之光 4k节奏转谱 232.5_odd.xml,"神圣之光 4k节奏转谱","7 Sequence",押爆,爆气,分开,一爆,508,34,13,A - 二轨长条中间、四轨长条中间,A - 二轨单点、四轨单点,5574494,157 - 0.2
,,神圣之光 4k节奏转谱 232.5_odd.xml,"神圣之光 4k节奏转谱","7 Sequence",押爆,爆气,分开,二爆,2057,136,2,A - 一轨单点、四轨长条开始,A - 一轨长条中间、四轨长条中间,5574494,157 - 0.2
,,致命之剑 5k节奏转谱 254.xml,"致命之剑 5k节奏转谱","Lin-G",非押爆,极限,分开,一爆,133,22,12,A - 一轨长条开始、五轨长条开始,A - 二轨长条结尾、四轨长条结尾,4457180,104 - 0.4
,,致命之剑 5k节奏转谱 254.xml,"致命之剑 5k节奏转谱","Lin-G",非押爆,极限,分开,二爆,374,33,0,A - 一轨长条开始、三轨长条开始,A - 一轨长条中间、五轨长条中间,4457180,104 - 0.4
,,致命之剑 5k节奏转谱 254.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,一爆,199,25,0,A - 一轨长条开始、五轨长条开始,A - 二轨长条中间、四轨长条中间,4461332,106 + 0.0
,,致命之剑 5k节奏转谱 254.xml,"致命之剑 5k节奏转谱","Lin-G",押爆,极限,分开,二爆,374,33,0,A - 一轨长条开始、三轨长条开始,A - 一轨长条中间、五轨长条中间,4461332,106 + 0.0
,,神圣之光 5k节奏转谱 310.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,极限,分开,一爆,419,37,12,A - 一轨单点、三轨单点,A - 三轨单点、五轨单点,5663608,122 - 0.4
,,神圣之光 5k节奏转谱 310.xml,"神圣之光 5k节奏转谱","7 Sequence",非押爆,极限,分开,二爆,531,44,8,A - 二轨长条左滑、五轨长条左滑,A - 三轨单点、五轨单点,5663608,122 - 0.4
,,神圣之光 5k节奏转谱 310.xml,"神圣之光 5k节奏转谱","7 Sequence",押爆,极限,分开,一爆,421,37,20,A - 一轨单点、三轨单点,A - 三轨长条左滑、五轨长条左滑,5670184,125 + 0.4
,,神圣之光 5k节奏转谱 310.xml,"神圣之光 5k节奏转谱","7 Sequence",押爆,极限,分开,二爆,531,44,8,A - 二轨长条左滑、五轨长条左滑,A - 三轨单点、五轨单点,5670184,125 + 0.4
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",非押爆,极限,分开,一爆,444,49,20,A - 二轨长条左滑,A - 四轨单点,4323280,100 + 0.3
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",非押爆,极限,分开,二爆,1235,128,28,A - 一轨长条中间、四轨长条开始,A - 一二轨滑键、三轨长条右滑,4323280,100 + 0.3
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",押爆,极限,分开,一爆,437,48,24,A - 一轨单点、二轨单点,A - 二一轨滑键、三轨单点,4327606,103 - 0.2
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",押爆,极限,分开,二爆,1233,128,24,A - 一轨长条中间,A - 一二轨滑键、三轨长条右滑,4327606,103 - 0.2
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",押爆,极限,分开,一爆,440,49,8,A - 一轨单点、四轨单点,A - 一二轨滑键、四轨单点,4327606,103 - 0.2
,,大家好 4k节奏转谱 340_odd.xml,"大家好 4k节奏转谱","Memme",押爆,极限,分开,二爆,1233,128,24,A - 一轨长条中间,A - 一二轨滑键、三轨长条右滑,4327606,103 - 0.2
,,雪愿 5k节奏转谱 280_odd.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,901,83,0,A - 二一轨滑条、五轨长条开始,A - 五轨长条左滑,3415342,96 + 0.0
,,雪愿 5k节奏转谱 280_odd.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1721,147,0,A - 二轨长条开始、四轨长条开始,A - 二轨长条中间、五轨长条中间,3415342,96 + 0.0
,,雪愿 5k节奏转谱 280_odd.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,901,83,0,A - 二一轨滑条、五轨长条开始,A - 三轨单点,3427010,98 + 0.2
,,雪愿 5k节奏转谱 280_odd.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1721,147,0,A - 二轨长条开始、四轨长条开始,A - 二轨长条中间、五轨长条中间,3427010,98 + 0.2
,,少女幻葬 4k节奏转谱 246.xml,"少女幻葬 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,406,26,24,A - 一轨单点、三轨长条左滑,A - 二轨长条左滑、三轨单点,6045928,147 - 0.5
,,少女幻葬 4k节奏转谱 246.xml,"少女幻葬 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,698,41,30,A - 一轨单点、四轨单点,A - 二轨单点、三轨长条开始,6045928,147 - 0.5
,,少女幻葬 4k节奏转谱 246.xml,"少女幻葬 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,402,26,20,A - 四轨长条中间,A - 二轨长条左滑、三轨单点,6050254,149 + 0.0
,,少女幻葬 4k节奏转谱 246.xml,"少女幻葬 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,698,41,30,A - 一轨单点、四轨单点,A - 三轨长条中间,6050254,149 + 0.0
,,少女幻葬 4k节奏转谱 328_odd.xml,"少女幻葬 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,403,31,20,A - 一轨长条右滑、四轨长条中间,A - 二轨长条左滑、三轨单点,6485887,120 + 0.4
,,少女幻葬 4k节奏转谱 328_odd.xml,"少女幻葬 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,510,36,20,A - 一轨长条开始、四轨单点,A - 一轨单点、三轨单点,6485887,120 + 0.4
,,少女幻葬 4k节奏转谱 328_odd.xml,"少女幻葬 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,399,31,16,A - 一轨长条开始、四轨长条中间,A - 二轨长条左滑、三轨单点,6490732,123 + 0.2
,,少女幻葬 4k节奏转谱 328_odd.xml,"少女幻葬 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,510,36,24,A - 一轨长条开始、四轨单点,A - 一轨单点、四轨长条开始,6490732,123 + 0.2
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,一爆,1882,151,20,A - 一轨长条中间、五轨长条左滑,A - 二轨长条右滑、五轨长条中间,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,二爆,2447,190,0,A - 二轨长条开始、五轨单点,A - 五轨长条左滑,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,一爆,1887,151,24,A - 一轨长条中间、四轨长条左滑,A - 三轨长条左滑、五轨长条中间,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,二爆,2447,190,0,A - 二轨长条开始、五轨单点,A - 五轨长条左滑,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,一爆,1892,151,28,A - 一轨长条中间、三轨长条右滑,A - 二轨长条左滑、五轨长条结尾,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",非押爆,极限,分开,二爆,2447,190,0,A - 二轨长条开始、五轨单点,A - 五轨长条左滑,5338153,101 - 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",押爆,极限,分开,一爆,1882,151,20,A - 一轨长条中间、五轨长条左滑,A - 三轨长条左滑、五轨长条中间,5343691,104 + 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",押爆,极限,分开,二爆,2447,190,0,A - 二轨长条开始、五轨单点,A - 二一轨滑条,5343691,104 + 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",押爆,极限,分开,一爆,1887,151,24,A - 一轨长条中间、四轨长条左滑,A - 二轨长条左滑、五轨长条结尾,5343691,104 + 0.1
,,REANIMATE 5k节奏转谱 348_odd.xml,"REANIMATE 5k节奏转谱","Warak",押爆,极限,分开,二爆,2447,190,0,A - 二轨长条开始、五轨单点,A - 二一轨滑条,5343691,104 + 0.1
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,2155,145,0,A - 一轨单点、四轨长条开始,A - 三轨单点、四轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,2256,151,28,A - 一轨单点、四轨单点,A - 一轨长条结尾、二轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,2168,145,28,A - 三轨单点、四轨单点,A - 三轨单点、四轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,2256,151,28,A - 一轨单点、四轨单点,A - 一轨长条结尾、二轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,2180,146,20,A - 二轨单点,A - 一轨单点、四轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,2256,151,28,A - 一轨单点、四轨单点,A - 一轨长条结尾、二轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,一爆,2181,146,24,A - 一轨单点、四轨单点,A - 三轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",非押爆,极限,分开,二爆,2256,151,28,A - 一轨单点、四轨单点,A - 一轨长条结尾、二轨单点,4864919,114 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,2146,144,16,A - 二一轨滑键、四轨长条开始,A - 三轨单点、四轨单点,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,2260,152,8,A - 三轨单点、四轨单点,A - 一轨长条结尾、四轨单点,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,2146,144,16,A - 二一轨滑键、四轨长条开始,A - 三轨单点、四轨单点,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,2263,152,16,A - 一轨长条开始、四轨长条开始,A - 一轨单点、四轨单点,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,2172,146,8,A - 一轨单点、四轨长条开始,A - 三轨单点、四轨长条结尾,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,2260,152,8,A - 三轨单点、四轨单点,A - 一轨长条结尾、四轨单点,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,一爆,2172,146,8,A - 一轨单点、四轨长条开始,A - 三轨单点、四轨长条结尾,4870109,117 + 0.4
,,少女绮想曲 4k节奏转谱 320_odd.xml,"少女绮想曲 4k节奏转谱","Jun.A",押爆,极限,分开,二爆,2263,152,16,A - 一轨长条开始、四轨长条开始,A - 一轨单点、四轨单点,4870109,117 + 0.4
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",非押爆,极限,分开,一爆,1649,127,28,A - 二轨单点,A - 一轨长条右滑、四轨长条结尾,4637425,105 + 0.3
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",非押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、三轨单点,A - 四轨长条中间,4637425,105 + 0.3
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",非押爆,极限,分开,一爆,1650,128,4,A - 三轨单点,A - 三轨单点,4637425,105 + 0.3
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",非押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、三轨单点,A - 四轨长条中间,4637425,105 + 0.3
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",押爆,极限,分开,一爆,1647,127,24,A - 一轨单点、四轨单点,A - 一轨长条右滑、四轨长条结尾,4643656,109 - 0.1
,,Take My Hand 4k节奏转谱 309.6.xml,"Take My Hand 4k节奏转谱","Simple Plan",押爆,极限,分开,二爆,1809,137,0,A - 二一轨滑条、三轨单点,A - 二轨单点、四轨长条中间,4643656,109 - 0.1
,,神圣之光 4k节奏转谱 310.xml,"神圣之光 4k节奏转谱","7 Sequence",非押爆,极限,分开,一爆,516,43,16,A - 一轨单点、三轨单点,A - 一轨长条右滑、四轨长条左滑,5603003,133 + 0.3
,,神圣之光 4k节奏转谱 310.xml,"神圣之光 4k节奏转谱","7 Sequence",非押爆,极限,分开,二爆,2136,181,0,A - 二一轨滑条、四轨长条开始,A - 二轨长条中间、四轨长条中间,5603003,133 + 0.3
,,神圣之光 4k节奏转谱 310.xml,"神圣之光 4k节奏转谱","7 Sequence",押爆,极限,分开,一爆,526,44,8,A - 二轨长条左滑、四轨长条左滑,A - 二轨单点、四轨单点,5609579,137 + 0.1
,,神圣之光 4k节奏转谱 310.xml,"神圣之光 4k节奏转谱","7 Sequence",押爆,极限,分开,二爆,2136,181,0,A - 二一轨滑条、四轨长条开始,A - 二轨长条左滑、四轨长条中间,5609579,137 + 0.1
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,581,46,26,A - 一轨长条右滑,A - 三轨单点,3166440,108 - 0.4
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1446,111,15,A - 二轨长条开始、三轨长条开始,A - 一轨长条中间、四轨长条中间,3166440,108 - 0.4
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,581,46,26,A - 一轨长条右滑,A - 三轨单点,3166440,108 - 0.4
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1448,111,17,A - 二轨长条中间、三轨长条中间,A - 一轨长条中间、四轨长条中间,3166440,108 - 0.4
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,580,46,25,A - 一轨长条中间,A - 一轨单点,3179699,110 + 0.1
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1446,111,15,A - 二轨长条开始、三轨长条开始,A - 一轨长条中间、四轨长条中间,3179699,110 + 0.1
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,580,46,25,A - 一轨长条中间,A - 一轨单点,3179699,110 + 0.1
,,雪愿 4k节奏转谱 210.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1448,111,17,A - 二轨长条中间、三轨长条中间,A - 一轨长条中间、四轨长条中间,3179699,110 + 0.1
,,Toy War 5k节奏转谱 320.xml,"Toy War 5k节奏转谱","M2U",非押爆,爆气,分开,一爆,715,87,12,A - 二轨单点,A - 一轨长条结尾、四轨长条结尾,3866159,111 + 0.1
,,Toy War 5k节奏转谱 320.xml,"Toy War 5k节奏转谱","M2U",非押爆,爆气,分开,二爆,855,99,28,A - 四轨单点,A - 一轨长条结尾、五轨长条结尾,3866159,111 + 0.1
