字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
C,6,"彻底","庄心妍",,,分开,261 + 649,A - 右边长条开始^^^B - 左边长条开始,A - 左边白球^^^B - 右边白球,363,753,58 + 0.4,261、649,A - 右边长条开始,A - 左边白球,363,753,1576750,29 + 0.2
U,9,"UNION","OxT",,,存气,467 + 960、468 + 960,A - 右边单点^^^B - 右边白球,A - 左边单点^^^B - 左边单点,514,1020,81 + 0.3,455、961,A - 左边长条开始、右边滑键,A - 左边白球,514,1020,2143611,40 + 0.3
,,"Pink Magic","艺声",,,分开,164 + 323、164 + 324、165 + 323、165 + 324、165 + 323、165 + 324、165 + 323、165 + 324、165 + 323、165 + 324,A - 右边单点^^^B - 左边单点,A - 右边长条结尾^^^B - 左边长条结尾,231,477,54 + 0.0,164、165、323、324,A - 右边单点,A - 右边长条结尾,231,477,1084642,27 + 0.0
,,"永世のクレイドル","鈴華ゆう子",,,存气,296 + 621,A - 右边单点^^^B - 左边长条中间,A - 左边单点、右边单点^^^B - 左边单点、右边单点,351,726,67 - 0.2,272、647,A - 左边单点,A - 左边单点、右边单点,351,726,1358987,33 + 0.1
D,8,"DEAREST DROP","田所あずさ",,,分开,390 + 594、390 + 595,A - 左边连点第 1 个^^^B - 右边单点,A - 左边长条结尾、右边长条结尾^^^B - 右边单点,501,916,73 + 0.2,390,A - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾,501,916,1898891,39 + 0.2
B,6,"Birthday","罗志祥",,,分开,127 + 323,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 右边白球,322,557,56 - 0.3,323,B - 右边单点,B - 右边白球,322,557,1191729,29 - 0.3
F,9,"Faded(困难版)","Alan Walker",,,分开,544 + 608、544 + 609、545 + 608、545 + 609、545 + 608、545 + 609、545 + 608、545 + 609、545 + 608、545 + 609,B - 右边单点^^^B - 左边滑键,B - 右边连点第 2 个^^^B - 左边单点,362,777,74 - 0.4,608、609,B - 左边滑键,B - 左边单点,362,777,2236379,40 + 0.0
,,"盲眼画师","河图",,,分开,230 + 524,A - 左边长条中间、右边长条中间^^^B - 左边长条中间、右边长条中间,A - 左边白球^^^B - 右边白球,386,680,51 + 0.4,230、524,A - 左边长条中间、右边长条中间,A - 左边白球,386,680,1231764,26 - 0.3
,,"带你去旅行","校长",,红色,分开,160 + 411,A - 右边单点^^^B - 右边长条开始,A - 右边单点^^^B - 右边白球,237,468,63 - 0.5,411,B - 右边长条开始,B - 右边白球,237,468,1077011,32 - 0.3
,,"Brand New Story","GENERATIONS from EXILE TRIBE",,红色,分开,104 + 295,A - 左边单点^^^B - 左边连点第 1 个,A - 右边长条中间^^^B - 左边白球,214,508,61 - 0.4,295,B - 左边连点第 1 个,B - 左边白球,214,508,1050276,31 - 0.4
,,"Good Girl 赶快爱","陈芳语",,,分开,161 + 412、161 + 415、164 + 412、164 + 415,A - 左边滑键、右边单点^^^B - 左边滑键、右边单点,A - 左边单点^^^B - 左边单点,223,474,64 + 0.0,164、415,A - 左边长条开始,A - 左边白球,223,474,1211722,32 + 0.0
G,6,"孤身","徐秉龙",,红色,分开,155 + 300、155 + 301、155 + 302、155 + 306、156 + 300、156 + 301、156 + 302、156 + 306,A - 左边单点^^^B - 左边滑键,A - 左边单点^^^B - 右边单点,236,452,62 + 0.0,300、301、302、306,B - 左边滑键,B - 右边单点,236,452,962088,32 - 0.5
H,6,"好奇的猫","胡66",,红色,分开,155 + 405,A - 左边单点^^^B - 右边单点,A - 左边连点第 2 个^^^B - 右边连点第 2 个,277,526,64 + 0.2,155、405,A - 左边单点,A - 左边连点第 2 个,277,526,1152442,32 + 0.1
,,"最好的天气","郭采洁",,,分开,351 + 406,B - 左边单点^^^B - 左边单点,B - 右边长条开始^^^B - 右边单点,197,489,53 - 0.5,351,B - 左边单点,B - 右边长条开始,197,489,1018534,26 + 0.4
G,9,"更新","Sabão",,,分开,839 + 901,B - 左边单点、右边单点^^^B - 左边单点、右边单点,B - 右边白球^^^B - 左边白球,454,963,81 + 0.0,901,B - 左边单点、右边单点,B - 左边白球,454,963,2298792,42 - 0.5
Q,6,"期待","Girl's Day",,红色,分开,30 + 193、30 + 195、30 + 196、30 + 193、30 + 195、30 + 196、30 + 193、30 + 195、30 + 196、30 + 193,A - 左边连点第 1 个^^^B - 左边单点、右边单点,A - 右边单点^^^B - 左边单点、右边长条结尾,171,432,64 + 0.0,193、195、196,B - 左边单点、右边单点,B - 左边单点、右边长条结尾,171,432,1029351,32 + 0.0
X,6,"新青年","李行亮",,红色,存气,204 + 393、204 + 394、206 + 391、207 + 391,A - 左边单点、右边滑键^^^B - 右边连点第 1 个,A - 左边单点^^^B - 右边单点,246,485,60 + 0.1,388、391,B - 左边单点、右边单点,B - 左边连点第 1 个,246,485,1012882,31 - 0.2
W,8,"我的告白","王栎鑫/周文杰",,,分开,491 + 547、491 + 548,B - 左边连点第 1 个^^^B - 左边连点第 2 个,B - 左边单点^^^B - 左边单点,454,757,74 - 0.5,547、548,B - 左边连点第 2 个,B - 左边单点,454,757,1687248,38 - 0.5
,,"Sweet but Psycho","Ava Max",,,分开,169 + 404,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,326,737,66 + 0.2,169、404,A - 左边单点,A - 右边单点,326,737,1606311,33 + 0.1
,,"藏不住的心跳","朱主爱",,红色,分开,33 + 287,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边白球^^^B - 左边白球,198,388,66 + 0.0,287,B - 左边连点第 1 个,B - 左边白球,198,388,949644,33 + 0.0
A,8,"A型のうた","西野カナ",,,分开,226 + 316、226 + 317、226 + 325、226 + 326、226 + 327、226 + 331、316 + 529、317 + 529、325 + 529、326 + 529,A - 左边白球^^^B - 左边单点,A - 右边单点^^^B - 左边连点第 2 个,289,592,74 - 0.1,331,B - 左边白球,B - 右边白球,289,592,1651239,37 + 0.0
C,9,"Crash","The Primitives",,,分开,660 + 726,B - 左边白球、右边长条中间^^^B - 左边长条开始、右边长条开始,B - 左边白球^^^B - 左边长条结尾、右边连点第 1 个,335,836,73 + 0.4,660,B - 左边白球、右边长条中间,B - 左边白球,335,836,1831535,40 - 0.5
K,10,"克罗地亚狂想曲","马克西姆",,,分开,147 + 208、147 + 209、147 + 210、147 + 212、147 + 466、147 + 467、147 + 468、147 + 470、148 + 208、148 + 209,A - 右边连点第 2 个^^^A - 左边连点第 2 个,A - 右边白球^^^A - 左边白球,395,719,92 + 0.0,147、148、149、151、209、210、212、466、467、468,A - 右边连点第 2 个,A - 右边白球,395,719,2488826,46 + 0.0
F,6,"Flamingo","米津玄師",,红色,分开,191 + 418,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,270,578,58 + 0.4,191、418,A - 左边单点,A - 右边白球,270,578,1082552,29 + 0.2
,,"春、恋桜。","majiko",,红色,分开,199 + 240、208 + 240、209 + 240,B - 左边白球^^^B - 右边单点,B - 左边白球^^^B - 左边长条中间,171,380,50 - 0.1,240,B - 右边单点,B - 左边长条中间,171,380,818217,25 + 0.4
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,42 + 169,A - 左边长条中间^^^B - 右边长条中间,A - 右边单点^^^B - 右边单点,137,309,59 - 0.2,169,B - 右边长条中间,B - 右边单点,137,309,735758,29 + 0.4
B,7,"白衣少年","许诗茵",,,存气,356 + 674、356 + 675、357 + 674,A - 右边连点第 1 个^^^B - 左边单点,A - 左边白球^^^B - 左边连点第 2 个,361,792,65 + 0.3,675,B - 右边白球,B - 右边白球,361,792,1650539,33 - 0.3
,,"唱起这首歌","刘人语",,,分开,144 + 318、210 + 318、318 + 419、318 + 485,A - 右边长条开始^^^B - 左边滑键,A - 右边白球^^^B - 左边长条中间,286,561,64 - 0.4,318,B - 左边滑键,B - 左边长条中间,286,561,1242033,32 + 0.4
,,"Leave Out All The Rest","Linkin Park",,,分开,295 + 1158,A - 左边长条开始、右边单点^^^B - 左边单点,A - 左边单点^^^B - 左边长条中间、右边长条结尾,572,1269,79 + 0.4,295,A - 左边长条开始、右边单点,A - 左边单点,572,1269,1981327,40 - 0.3
,,"For You","高颖浠",,红色,分开,152 + 290,A - 左边单点^^^B - 右边连点第 1 个,A - 右边连点第 2 个^^^B - 右边滑键,189,360,66 + 0.0,152、290,A - 左边单点,A - 右边连点第 2 个,189,360,883114,33 + 0.0
,,"雨后的咖啡","SNP",,红色,分开,129 + 362,A - 左边白球^^^B - 右边白球,A - 右边长条开始^^^B - 左边长条开始,249,483,55 - 0.4,129、362,A - 左边白球,A - 右边长条开始,249,483,939071,27 + 0.3
,,"Light up","刘人语",,,分开,264 + 949、264 + 950、264 + 952、702 + 949、702 + 950、702 + 952,A - 左边白球^^^B - 右边白球,A - 右边白球^^^B - 左边单点,522,1028,87 - 0.5,949,B - 右边白球,B - 左边单点,522,1028,2403444,45 - 0.5
,,"大碗宽面","吴亦凡",,红色,分开,31 + 60,A - 左边单点^^^A - 右边单点,A - 右边单点^^^A - 左边白球,130,311,61 - 0.5,60,A - 右边单点,A - 左边白球,130,311,768965,32 - 0.5
,,"有你我就不孤单","罗志祥/恺乐/C.T.O",,,分开,215 + 445、215 + 446、215 + 447、216 + 445、216 + 446、216 + 447、217 + 445、217 + 446、217 + 447,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 左边白球^^^B - 右边白球,295,609,66 + 0.0,215、216、217、445、446、447,A - 右边连点第 1 个,A - 左边白球,295,609,1535619,33 + 0.0
I,6,"I Want You to Know","Zedd/Selena Gomez",,,分开,261 + 614,A - 右边单点^^^B - 左边白球,A - 右边长条中间^^^B - 左边单点,326,663,54 - 0.1,614,B - 左边白球,B - 左边单点,326,663,1402619,27 + 0.4
,,"Ring of Fortune","佐々木恵梨",,,分开,210 + 672,A - 右边白球^^^B - 左边白球,A - 左边单点^^^B - 右边单点,461,929,65 - 0.4,210、672,A - 右边白球,A - 左边单点,461,929,1842460,32 + 0.3
,,"好喜欢你","颜人中",,红色,分开,176 + 301,B - 左边滑键、右边单点^^^B - 左边滑键,B - 右边单点^^^B - 左边单点,164,353,64 + 0.0,176,B - 左边滑键、右边单点,B - 右边单点,164,353,859727,32 + 0.0
F,7,"Focus","TANGRAM",,,分开,127 + 271、127 + 458、271 + 458,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边白球^^^B - 左边白球,210,518,65 + 0.0,127、271、458,A - 右边连点第 1 个,A - 右边白球,210,518,1480876,33 - 0.5
C,9,"Candy Pop","TWICE",,,分开,212 + 298、233 + 298、234 + 298、236 + 298、298 + 513,A - 右边白球^^^B - 左边滑键,A - 左边滑键、右边滑键^^^B - 右边单点,298,686,70 + 0.0,212、298、513,A - 右边白球,A - 左边滑键、右边滑键,298,686,1679077,35 + 0.0
,,"朝代","排骨教主",,红色,分开,77 + 192、77 + 193,A - 左边白球^^^B - 左边单点,A - 左边单点^^^B - 左边单点、右边滑键,166,351,62 + 0.0,192、193,B - 左边单点,B - 左边单点、右边滑键,166,351,956475,31 + 0.0
A,8,"Angel With A Shotgun","Nightcore",,,分开,159 + 396,A - 左边长条中间^^^B - 右边长条中间,A - 右边单点^^^B - 左边单点,331,769,73 + 0.2,159、396,A - 左边长条中间,A - 右边单点,331,769,1466634,37 - 0.4
,,"Pure","向井太一",,红色,存气,107 + 192、108 + 192、111 + 189、125 + 192,A - 左边连点第 1 个^^^B - 左边白球,A - 左边单点、右边单点^^^B - 左边单点,130,265,57 - 0.4,193,B - 右边单点,B - 右边长条中间,130,265,816130,30 + 0.2
,,"BEE","Rothy",,红色,分开,72 + 234,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,176,338,60 - 0.4,234,B - 右边单点,B - 左边白球,176,338,839200,30 - 0.2
,,"芒种","音阙诗听/赵方婧",,红色,分开,87 + 281,A - 左边白球^^^B - 左边白球,A - 右边长条中间^^^B - 右边单点,203,350,74 - 0.4,281,B - 左边白球,B - 右边单点,203,350,1005628,41 + 0.0
L,9,"啰哩叭唆","陈嘉桦",,,分开,213 + 415、415 + 584,A - 右边长条开始^^^B - 左边单点,A - 右边单点^^^B - 右边白球,355,726,70 + 0.2,415,B - 左边单点,B - 右边白球,355,726,1760987,35 + 0.2
,,"光耀","梁心颐",,红色,分开,176 + 424,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边单点^^^B - 左边单点,259,507,69 + 0.2,176、424,A - 右边连点第 1 个,A - 右边单点,259,507,1150116,35 - 0.4
F,10,"Fanfare","Sumika",,,分开,191 + 746、746 + 791、746 + 799、746 + 803,A - 左边长条结尾、右边长条开始^^^B - 左边白球,A - 左边滑键、右边单点^^^B - 右边长条开始,694,1463,80 - 0.3,746,B - 左边白球,B - 右边长条开始,694,1463,2689231,43 - 0.2
,,"我们很好","林俊杰",,红色,分开,229 + 287、229 + 293、229 + 294,B - 右边长条开始^^^B - 右边白球,B - 右边白球^^^B - 左边单点,224,426,55 - 0.2,287、293、294,B - 右边白球,B - 左边单点,224,426,801005,28 + 0.4
Q,10,"琪露诺的完美算术教室","IOSYS",,,分开,720 + 1211、720 + 1253、720 + 1254、720 + 1255、720 + 1256、721 + 1211、721 + 1253、721 + 1254、721 + 1255、721 + 1256,B - 左边连点第 1 个^^^B - 右边连点第 1 个,B - 左边连点第 2 个^^^B - 右边白球,697,1313,124 + 0.0,720、721、722、723、724、725、726、727、728、729,B - 左边连点第 1 个,B - 左边连点第 2 个,697,1313,3517900,66 - 0.5
,,"魂不守舍","朱星杰",,,分开,162 + 290,A - 右边单点^^^B - 左边单点,A - 左边白球^^^B - 右边白球,204,439,51 - 0.5,162,A - 右边单点,A - 左边白球,204,439,977972,26 - 0.5
D,10,"Dura","Daddy Yankee",,,分开,223 + 519、223 + 520、223 + 522、223 + 523、223 + 524、223 + 525、223 + 526、223 + 527,A - 右边白球^^^B - 左边单点,A - 右边单点^^^B - 右边单点,364,879,80 + 0.0,519、520,B - 左边单点,B - 右边单点,364,879,2768103,41 + 0.0
B,6,"Bon Bon(给他一击)","强东玥",,红色,分开,134 + 445、313 + 445,A - 右边单点^^^B - 右边白球,A - 左边白球^^^B - 右边白球,259,482,57 + 0.0,445,B - 右边白球,B - 右边白球,259,482,1103320,30 - 0.5
,,"流光记","银临",,红色,分开,177 + 426,A - 右边单点^^^B - 左边连点第 2 个,A - 左边白球^^^B - 左边白球,261,512,65 - 0.3,177,A - 右边单点,A - 左边白球,261,512,1172868,33 - 0.4
Z,10,"钻石微笑","Run Girls, Run！",,,分开,284 + 567,A - 左边长条中间、右边单点^^^B - 左边单点、右边单点,A - 左边单点^^^B - 左边连点第 2 个、右边长条中间,554,1129,81 - 0.5,284,A - 左边长条中间、右边单点,A - 左边单点,554,1129,2485461,41 - 0.3
C,9,"长安诀","汪苏泷",,,分开,344 + 862,A - 左边长条开始、右边滑键^^^B - 左边滑键、右边长条开始,A - 左边长条中间、右边长条中间^^^B - 左边长条中间、右边长条中间,432,992,76 + 0.4,344、862,A - 左边长条开始、右边滑键,A - 左边长条中间、右边长条中间,432,992,1892558,38 + 0.2
T,8,"淘气堡","Chic Chili",,,分开,369 + 737、369 + 738、369 + 739,A - 左边长条中间、右边白球^^^B - 左边连点第 1 个,A - 左边单点、右边长条开始^^^B - 左边单点,444,1019,69 - 0.5,369,A - 左边长条中间、右边白球,A - 左边单点、右边长条开始,444,1019,1841650,35 + 0.0
S,6,"SHOW THE WORLD","林俊杰",,红色,分开,53 + 124、53 + 125、55 + 124、55 + 125、56 + 124、56 + 125,A - 左边连点第 1 个^^^A - 左边单点,A - 右边白球^^^A - 左边单点,253,458,51 + 0.4,124、125,A - 左边单点,A - 左边单点,253,458,911160,25 + 0.2
L,9,"Last One Standing","Simple Plan",,,分开,395 + 643、396 + 643,B - 右边滑键^^^B - 右边长条中间,B - 右边连点第 1 个^^^B - 左边单点,314,839,71 + 0.2,643,B - 右边长条中间,B - 左边单点,314,839,1783987,37 + 0.2
C,8,"宠坏","李俊佑/小潘潘",,,分开,80 + 356、80 + 357,A - 右边白球^^^B - 右边单点,A - 右边连点第 2 个^^^B - 左边连点第 1 个,325,602,67 + 0.2,356、357,B - 右边单点,B - 左边连点第 1 个,325,602,1478717,34 - 0.4
,,"胡萝卜须","许嵩",,,分开,208 + 333,A - 左边长条中间^^^B - 左边长条开始、右边长条开始,A - 左边滑键^^^B - 右边白球,286,633,68 + 0.3,208,A - 左边长条中间,A - 左边滑键,286,633,1348753,34 + 0.3
R,7,"仁心所向","河图",,,存气,455 + 856,A - 左边单点^^^B - 左边单点、右边滑键,A - 左边单点、右边单点^^^B - 左边单点、右边单点,529,952,69 - 0.4,435、858,A - 右边白球,A - 左边长条中间、右边长条中间,529,952,1517243,34 + 0.3
,,"Time with you","圭贤",,红色,分开,51 + 113,A - 左边白球^^^A - 右边单点,A - 左边长条中间^^^A - 左边单点,211,383,55 - 0.5,51,A - 左边白球,A - 左边长条中间,211,383,760213,28 + 0.0
A,9,"Another(Feat. 王嘉尔)","秦奋",,,分开,234 + 758、235 + 758、236 + 758、237 + 758、238 + 758、239 + 758、240 + 758、241 + 758,A - 左边连点第 2 个^^^B - 右边连点第 2 个,A - 右边白球^^^B - 左边白球,523,1101,77 + 0.0,758,B - 右边连点第 2 个,B - 左边白球,523,1101,2400240,39 + 0.0
,,"鍵ノ間","黒兎ウル",,,分开,451 + 749、451 + 750、451 + 751、451 + 767、451 + 770、451 + 771、451 + 772、451 + 774、452 + 749、452 + 750,B - 左边单点^^^B - 左边单点,B - 左边单点^^^B - 左边连点第 2 个,376,827,92 - 0.5,767、774,B - 右边白球,B - 左边单点,376,827,2207991,48 - 0.5
,,"カーストルーム","ZAQ",,,分开,430 + 712、431 + 712、432 + 712,B - 右边单点^^^B - 左边白球,B - 左边白球^^^B - 左边白球,333,809,67 - 0.3,430、431、432,B - 右边单点,B - 左边白球,333,809,1656663,34 - 0.5
C,9,"Candy Boy","TWICE",,,分开,161 + 365,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边滑键^^^B - 左边滑键、右边单点,304,788,70 + 0.0,161、365,A - 左边单点、右边单点,A - 左边单点、右边滑键,304,788,1911910,35 + 0.0
,,"Leaving California","Maroon 5",,红色,分开,170 + 468,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点^^^B - 右边单点,266,563,56 + 0.0,170、468,A - 左边单点、右边单点,A - 左边单点,266,563,990661,28 + 0.0
M,8,"MARIA","黄明昊/KOHH",,,分开,158 + 422、158 + 423、158 + 424、158 + 425、422 + 553、423 + 553、424 + 553、425 + 553,A - 左边白球^^^B - 右边单点,A - 左边单点^^^B - 右边单点,369,689,68 - 0.2,422、423、424、425,B - 右边单点,B - 右边单点,369,689,1452682,35 - 0.3
,,"Loki","BC221",,红色,分开,108 + 280、109 + 280、110 + 280,A - 左边滑键^^^B - 右边长条中间,A - 左边单点^^^B - 右边单点,227,427,55 - 0.4,280,B - 右边长条中间,B - 右边单点,227,427,1014214,28 - 0.4
D,7,"豆你玩","李子璇",,红色,分开,293 + 338、293 + 339、293 + 341、293 + 353、293 + 354、293 + 357、293 + 359、293 + 360、293 + 361、294 + 338,B - 左边单点^^^B - 左边滑键,B - 左边白球^^^B - 右边白球,263,434,112 + 0.0,293、294、306、307、309、318、322、325、326、328,B - 左边单点,B - 左边白球,263,434,1435655,56 + 0.0
,,"狂风里拥抱","信/A-Lin",,,存气,365 + 389、365 + 390,A - 左边连点第 1 个、右边长条中间^^^B - 左边单点,A - 左边单点、右边单点^^^B - 左边白球,376,725,70 - 0.4,390,B - 右边白球,B - 左边白球,376,725,1407245,35 - 0.5
,,"Too Much","Carly Rae Jepsen",,红色,存气,114 + 241、114 + 260、133 + 241,A - 左边白球^^^B - 左边白球,A - 左边单点^^^B - 右边连点第 2 个,157,319,68 - 0.5,241、260、270,B - 左边白球,B - 左边长条结尾,157,319,750914,34 - 0.5
,,"世界は恋に落ちている","CHiCO with HoneyWorks",,,分开,202 + 524,A - 右边长条开始^^^B - 左边长条开始,A - 左边单点^^^B - 右边单点,299,621,69 - 0.2,202、524,A - 右边长条开始,A - 左边单点,299,621,1433276,34 + 0.4
S,6,"Sunny Side Up!","Red Velvet",,红色,分开,178 + 395,A - 右边白球^^^B - 左边滑键,A - 左边连点第 2 个^^^B - 右边连点第 2 个,249,507,59 + 0.4,178、395,A - 右边白球,A - 左边连点第 2 个,249,507,1045189,30 - 0.3
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,165 + 337,A - 右边长条开始^^^B - 左边长条开始,A - 左边白球^^^B - 右边白球,228,475,60 + 0.0,165,A - 右边长条开始,A - 左边白球,228,475,1032975,31 - 0.5
D,7,"地铁等待","张紫豪",,,分开,102 + 426,A - 左边白球^^^B - 右边白球,A - 左边单点^^^B - 右边单点,389,717,59 - 0.2,102、426,A - 左边白球,A - 左边单点,389,717,1387357,29 + 0.4
,,"I Still Do","Why Don't We",,红色,分开,9 + 192,A - 右边单点^^^A - 右边单点,A - 左边长条开始^^^A - 右边白球,239,418,56 + 0.4,192,A - 右边单点,A - 右边白球,239,418,830238,28 - 0.4
,,"我的名字","焦迈奇",,,分开,203 + 364、204 + 364、364 + 455、364 + 456、364 + 455、364 + 456、364 + 455、364 + 456、364 + 455、364 + 456,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 左边白球,292,546,54 - 0.4,364,B - 右边单点,B - 左边白球,292,546,1225784,27 + 0.1
,,"Shatter Me","Lindsey Stirling/Lzzy Hale",,红色,分开,412 + 863,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 左边白球^^^B - 右边滑键,602,960,130 + 0.0,412、863,A - 右边连点第 1 个,A - 左边白球,602,960,2438540,65 + 0.0
,,"别再靠近我了","陈雪凝",,,分开,172 + 535、173 + 535,A - 右边滑键^^^B - 右边长条中间,A - 右边连点第 2 个^^^B - 左边长条结尾、右边长条结尾,322,602,58 + 0.2,535,B - 右边长条中间,B - 左边长条结尾、右边长条结尾,322,602,1220483,30 - 0.2
B,6,"Break The Rules","Charli XCX",,红色,存气,158 + 264,A - 右边白球^^^B - 左边白球,A - 右边单点^^^B - 右边连点第 2 个,190,382,74 + 0.0,263、264、267、268,B - 左边单点,B - 左边滑键、右边单点,190,382,1246596,37 + 0.0
,,"Dreams Come True","徐明浩",,,分开,88 + 189,A - 右边滑键^^^A - 右边连点第 1 个,A - 右边长条结尾^^^A - 左边滑键,252,506,58 - 0.5,88,A - 右边滑键,A - 右边长条结尾,252,506,1161295,30 - 0.5
,,"Snapping","金请夏",,红色,分开,109 + 280、109 + 281、109 + 282,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 右边单点,171,399,61 - 0.2,280、281、282,B - 右边单点,B - 右边单点,171,399,1008018,31 + 0.0
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,分开,271 + 484,A - 左边单点^^^B - 右边单点,A - 右边连点第 2 个^^^B - 左边连点第 4 个,336,732,72 - 0.3,484,B - 右边单点,B - 左边连点第 4 个,336,732,1645374,36 + 0.2
R,10,"R.1.S.E","R1SE",,,分开,3 + 349、3 + 832,A - 右边连点第 2 个^^^A - 右边连点第 1 个,A - 左边白球^^^A - 右边长条中间,546,1123,78 + 0.4,3,A - 右边连点第 2 个,A - 左边白球,546,1123,2239654,42 + 0.0
,,"Ever After","Alice",,,分开,215 + 529,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,334,638,58 + 0.0,215,A - 左边单点,A - 左边单点,334,638,1208071,30 + 0.3
,,"长安巷","排骨教主",,红色,分开,157 + 280,B - 左边滑键^^^B - 右边白球,B - 左边连点第 2 个^^^B - 左边单点,157,340,69 - 0.3,157,B - 左边滑键,B - 左边连点第 2 个,157,340,872315,35 - 0.3
,,"傻了吧","大张伟",,,分开,14 + 526、14 + 527,A - 左边滑键^^^B - 左边连点第 2 个,A - 右边白球^^^B - 右边白球,440,1019,96 - 0.5,526、527,B - 左边连点第 2 个,B - 右边白球,440,1019,2467798,49 + 0.0
D,9,"当妮走了","徐真真",,,分开,339 + 457、339 + 458、339 + 459、339 + 460、339 + 461,A - 左边白球^^^B - 右边单点,A - 左边单点^^^B - 右边白球,420,864,83 - 0.5,339,A - 左边白球,A - 左边单点,420,864,1857758,42 + 0.0
,,"アリエラ","佐香智久/天月-あまつき-",,,分开,115 + 609、115 + 610,A - 左边单点^^^B - 右边长条中间,A - 左边连点第 2 个^^^B - 左边单点,297,657,82 + 0.3,609、610,B - 右边长条中间,B - 左边单点,297,657,1655433,41 + 0.4
,,"HIT","SEVENTEEN",,,分开,251 + 489、251 + 490、251 + 491、252 + 489、252 + 490、252 + 491、252 + 489、252 + 490、252 + 491、252 + 489,A - 右边单点^^^B - 左边单点,A - 右边连点第 1 个^^^B - 左边连点第 1 个,294,566,61 + 0.0,251、252、253、489、490、491,A - 右边单点,A - 右边连点第 1 个,294,566,1299435,31 - 0.5
