字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
K,6,"KNOCK KNOCK","TWICE",,红色,分开,99 + 237、237 + 321,A - 二轨单点、三轨单点^^^B - 二轨长条中间,A - 四轨长条结尾^^^B - 三轨长条左滑,143,444,60 + 0.2,237,B - 二轨长条中间,B - 三轨长条左滑,143,444,1086182,32 - 0.5
I,7,"I'm OK","小青龙",,,分开,104 + 530,A - 四轨单点^^^B - 一轨单点,A - 一轨长条右滑^^^B - 一二轨滑键,254,651,73 + 0.2,530,B - 一轨单点,B - 一二轨滑键,254,651,1432566,37 + 0.0
,,"春、恋桜。","majiko",,红色,分开,91 + 248、91 + 250、91 + 248、91 + 250、91 + 248、91 + 250、91 + 248、91 + 250、91 + 248、91 + 250,A - 四轨单点^^^B - 三轨长条右滑,A - 二轨单点^^^B - 三轨单点,177,376,44 + 0.0,248、250,B - 三轨长条右滑,B - 三轨单点,177,376,725266,22 + 0.0
B,6,"白骑士","QQ炫舞原创",,红色,分开,118 + 206,A - 一轨长条开始^^^A - 一轨单点,A - 三轨单点^^^A - 三轨单点,348,655,69 - 0.1,118,A - 一轨长条开始,A - 三轨单点,348,655,1213876,35 + 0.0
E,8,"E.T.","Katy Perry",,,分开,597 + 704、598 + 704、599 + 704、600 + 704、601 + 704、608 + 704、609 + 704,B - 一轨单点^^^B - 一轨单点、四轨长条开始,B - 四轨长条左滑^^^B - 二轨长条中间,343,815,67 + 0.0,704,B - 一轨单点、四轨长条开始,B - 二轨长条中间,343,815,1531167,36 - 0.5
D,10,"Dura","Daddy Yankee",100,,分开,733 + 787,B - 三轨单点^^^B - 一轨单点、三四轨滑条,B - 二轨单点、四轨长条左滑^^^B - 三轨单点,489,1217,92 - 0.3,787,B - 一轨单点、三四轨滑条,B - 三轨单点,489,1217,3094619,48 - 0.5
L,9,"Last One Standing","Simple Plan",,,分开,301 + 820,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条中间、四轨长条开始,A - 二轨长条中间、四轨长条中间^^^B - 一轨长条中间、三轨长条中间,494,1332,108 - 0.4,301、820,A - 一轨长条开始、四轨长条中间,A - 二轨长条中间、四轨长条中间,494,1332,2296803,54 - 0.2
T,8,"淘气堡","Chic Chili",,,分开,282 + 828、282 + 1335、283 + 828、283 + 1335、828 + 1335,A - 二轨长条中间^^^B - 三轨长条中间,A - 一轨长条右滑^^^B - 四轨长条左滑,623,1473,90 - 0.2,282、828、1335,A - 二轨长条中间,A - 一轨长条右滑,623,1473,2327442,45 - 0.1
,,"Time with you","圭贤",,红色,分开,149 + 267,A - 三轨单点^^^B - 三轨长条开始,A - 一轨长条中间^^^B - 一轨长条开始,244,448,54 + 0.0,149,A - 三轨单点,A - 一轨长条中间,244,448,763069,27 + 0.3
,,"Light up","刘人语",,,分开,544 + 1121,A - 一轨单点、四轨长条开始^^^B - 一二轨滑条、四轨单点,A - 一轨长条中间、三轨长条中间^^^B - 三轨长条左滑,690,1344,98 + 0.3,1121,B - 一二轨滑条、四轨单点,B - 三轨长条左滑,690,1344,2636289,50 - 0.5
,,"123我爱你(困难版)","新乐尘符",50,,分开,673 + 815、676 + 815、679 + 815,B - 二轨单点、四轨长条中间^^^B - 二轨单点,B - 一轨长条右滑、五轨长条中间^^^B - 二轨单点,594,1178,96 + 0.2,673、676、679,B - 二轨单点、四轨长条中间,B - 一轨长条右滑、五轨长条中间,594,1178,2367948,49 - 0.4
C,10,"courage","戸松遥",,,分开,253 + 871、253 + 874、256 + 871、256 + 874、257 + 871、257 + 874,A - 一轨单点、二四轨滑条^^^B - 三一轨滑条、四轨单点,A - 四轨长条中间^^^B - 一轨长条中间,587,1222,90 - 0.4,253、256、871、874,A - 一轨单点、二四轨滑条,A - 四轨长条中间,587,1222,2240228,45 - 0.2
S,6,"SHOW THE WORLD","林俊杰",,红色,分开,92 + 460、92 + 462、92 + 464、92 + 510、92 + 512、92 + 514、92 + 560、92 + 562,A - 二轨长条左滑^^^B - 一轨长条开始,A - 三轨单点^^^B - 三轨长条中间,343,630,56 + 0.0,92,A - 二轨长条左滑,A - 三轨单点,343,630,1024056,29 - 0.4
,,"两人份美好","李俊毅",,红色,分开,54 + 286,A - 二轨长条中间^^^B - 三轨长条中间,A - 一轨单点^^^B - 四轨单点,214,471,60 + 0.2,286,B - 三轨长条中间,B - 四轨单点,214,471,959247,30 + 0.1
L,8,"Light","San Holo",100,,分开,202 + 587,A - 四轨单点^^^B - 四轨长条中间,A - 二轨单点^^^B - 三轨长条右滑,376,764,73 - 0.5,202,A - 四轨单点,A - 二轨单点,376,764,1600591,37 - 0.4
S,7,"SHOOT IT OUT","GENERATIONS from EXILE TRIBE/THE RAMPAGE from EXILE TRIBE",,,分开,174 + 413、175 + 413,A - 四轨单点^^^B - 四轨长条开始,A - 一轨单点^^^B - 三轨单点,330,779,67 + 0.1,413,B - 四轨长条开始,B - 三轨单点,330,779,1444577,37 + 0.0
S,6,"Synchronise","INFINITE",,红色,分开,253 + 779、651 + 779,A - 二轨长条开始、四轨长条开始^^^B - 一轨单点、三轨单点,A - 二轨单点^^^B - 三轨单点,423,901,77 + 0.0,779,B - 一轨单点、三轨单点,B - 三轨单点,423,901,1331225,40 + 0.1
L,9,"啰哩叭唆","陈嘉桦",,,分开,111 + 481、111 + 482、111 + 484,A - 三轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 四轨单点,355,729,68 - 0.2,111、481、482、484,A - 三轨单点,A - 二轨单点,355,729,1698514,34 - 0.1
C,7,"宠坏","李俊佑/小潘潘",,,分开,233 + 311、233 + 561、233 + 639、311 + 561、311 + 639、561 + 639,A - 三轨单点^^^A - 二轨单点,A - 二轨长条左滑^^^A - 三轨长条右滑,386,714,64 + 0.0,233、311、561、639,A - 三轨单点,A - 二轨长条左滑,386,714,1457772,32 + 0.0
W,6,"我的名字","焦迈奇",,,存气,279 + 508,A - 一轨单点^^^B - 四轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 四轨单点,344,657,62 + 0.1,203、204、205、206、207、508、509、510、511、512,A - 二轨单点,A - 二轨单点,344,657,1277870,31 - 0.1
M,7,"Magic Dream","APPRIL",,,分开,107 + 302,A - 二轨单点^^^A - 四轨长条开始,A - 一轨长条结尾、四轨长条结尾^^^A - 二轨长条左滑,456,785,79 - 0.2,107,A - 二轨单点,A - 一轨长条结尾、四轨长条结尾,456,785,1544190,40 + 0.4
,,"Leaving California","Maroon 5",,红色,分开,207 + 594,A - 四轨单点^^^B - 一轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,361,747,70 + 0.2,207、594,A - 四轨单点,A - 二轨长条左滑,361,747,1160015,35 + 0.1
D,7,"地铁等待","张紫豪",,,分开,329 + 745,A - 二轨长条开始^^^B - 一轨单点、四轨单点,A - 四轨长条开始^^^B - 三轨长条右滑,479,899,69 - 0.3,745,B - 一轨单点、四轨单点,B - 三轨长条右滑,479,899,1481936,36 - 0.4
M,8,"觅","王喆",,,分开,143 + 436,A - 二轨单点^^^B - 二轨长条左滑,A - 一轨长条右滑、四轨长条左滑^^^B - 二轨单点,421,938,87 - 0.5,436,B - 二轨长条左滑,B - 二轨单点,421,938,2002082,44 + 0.2
,,"我们很好","林俊杰",,红色,分开,185 + 323,A - 一轨单点^^^B - 二轨单点,A - 三轨长条右滑^^^B - 三轨单点,246,468,54 - 0.2,323,B - 二轨单点,B - 三轨单点,246,468,787376,27 + 0.1
,,"灿烂之夏","王子异",,红色,分开,128 + 318,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 一轨单点^^^B - 四轨单点,199,389,67 + 0.2,128、318,A - 一轨单点、四轨单点,A - 一轨单点,199,389,820165,34 - 0.4
Y,6,"原点","徐梦圆",,,分开,493 + 1130,A - 二轨长条中间^^^B - 三轨长条中间,A - 一轨单点^^^B - 四轨单点,606,1244,75 + 0.4,1130,B - 三轨长条中间,B - 四轨单点,606,1244,1757459,38 + 0.2
,,"没有你的冬季","阿云嘎",,,分开,311 + 573、311 + 575,A - 三轨单点^^^B - 二轨单点,A - 一轨单点、四轨单点^^^B - 一轨单点、三轨单点,399,756,73 + 0.1,573、575,B - 二轨单点,B - 一轨单点、三轨单点,399,756,1429374,37 + 0.1
,,"Ring of Fortune","佐々木恵梨",,,分开,437 + 1005,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,A - 二轨长条中间^^^B - 三轨长条中间,563,1127,76 + 0.0,437、1005,A - 二轨单点、三轨单点,A - 二轨长条中间,563,1127,2064576,38 + 0.0
W,10,"五等分の気持ち","花泽香菜/竹達彩奈/伊藤美来/佐倉綾音/水瀬いのり",,,分开,471 + 856,A - 二轨长条开始、四轨长条开始^^^B - 二轨长条左滑、三轨长条右滑,A - 二轨长条左滑^^^B - 二轨长条中间、四轨长条左滑,660,1296,106 - 0.5,856,B - 二轨长条左滑、三轨长条右滑,B - 二轨长条中间、四轨长条左滑,660,1296,2540886,53 + 0.3
B,6,"Break The Rules","Charli XCX",,红色,分开,205 + 375,A - 一轨长条中间^^^B - 四轨单点,A - 三轨单点^^^B - 三轨单点,250,541,70 + 0.1,375,B - 四轨单点,B - 三轨单点,250,541,1211573,36 - 0.5
R,6,"仁心所向","河图",,,存气,466 + 846、472 + 840,A - 四轨长条开始^^^B - 一轨单点、三轨单点,A - 一轨长条右滑、三轨长条右滑^^^B - 二轨长条左滑、四轨长条左滑,534,954,70 - 0.4,265、685,A - 二轨长条左滑,A - 四轨长条左滑,534,954,1449449,34 - 0.3
,,"流光记","银临",,红色,分开,208 + 494、209 + 494、210 + 494、211 + 494,A - 四轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 三轨长条中间,303,570,60 + 0.3,208、209、210、211,A - 四轨单点,A - 四轨单点,303,570,1126318,31 - 0.1
C,6,"彻底","庄心妍",,,分开,261 + 744、261 + 745、262 + 744、262 + 745,A - 四轨单点^^^B - 一轨单点,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条结尾、三轨长条结尾,475,959,59 + 0.0,261、262、744、745,A - 四轨单点,A - 二轨长条结尾、四轨长条结尾,475,959,1539532,30 - 0.5
A,8,"爱情的花样","孙燕姿",,红色,分开,528 + 629、528 + 631,B - 二轨单点^^^B - 二一轨滑条,B - 一轨单点^^^B - 一轨长条中间,351,728,87 - 0.2,629、631,B - 二一轨滑条,B - 一轨长条中间,351,728,1586153,44 + 0.3
R,6,"如果当时","胡夏",,红色,分开,386 + 485,B - 二一轨滑条^^^B - 二轨单点,B - 四轨单点^^^B - 一轨长条右滑,306,632,73 - 0.5,485,B - 二轨单点,B - 一轨长条右滑,306,632,1169436,38 + 0.4
W,7,"我要飞","飞儿乐团",,,分开,92 + 157,A - 四轨单点^^^A - 四轨单点,A - 四轨单点^^^A - 四轨长条中间,327,670,62 - 0.2,92,A - 四轨单点,A - 四轨单点,327,670,1253972,32 - 0.5
M,9,"MARIA","黄明昊/KOHH",,红色,分开,176 + 733,A - 三轨单点^^^B - 二轨单点,A - 一轨长条右滑、四轨长条左滑^^^B - 一轨长条右滑、四轨长条左滑,520,1070,106 + 0.4,176、733,A - 三轨单点,A - 一轨长条右滑、四轨长条左滑,520,1070,1858359,53 + 0.2
M,10,"MY舞☆TONIGHT","Aqours",,,分开,331 + 649、331 + 651、332 + 649、332 + 651,A - 一轨长条中间^^^A - 二轨单点、四轨单点,A - 一轨长条右滑、四轨长条左滑^^^A - 二轨长条左滑、四轨长条左滑,811,1587,111 - 0.4,331,A - 一轨长条中间,A - 一轨长条右滑、四轨长条左滑,811,1587,3178518,59 - 0.5
,,"Snapping","金请夏",,红色,分开,103 + 346、103 + 348、103 + 349、103 + 350、103 + 351、110 + 346、110 + 348、110 + 349、110 + 350、110 + 351,A - 三轨单点^^^B - 一轨单点,A - 四轨单点^^^B - 一轨单点,218,479,63 - 0.2,103、110、112、113、114、115、116、117、346、348,A - 三轨单点,A - 四轨单点,218,479,987100,31 + 0.4
,,"两小无猜","小木",,红色,存气,225 + 513、226 + 513、228 + 512,A - 四轨单点^^^B - 三轨长条右滑,A - 一轨单点、四轨单点^^^B - 二轨单点,261,597,63 - 0.3,491,B - 四轨单点,B - 三轨长条中间,261,597,1155525,32 - 0.1
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,存气,402 + 691,A - 三轨单点^^^B - 三轨长条中间,A - 二一轨滑键、四轨长条左滑^^^B - 一轨长条右滑、三四轨滑键,426,863,82 - 0.1,721、727,B - 四轨单点,B - 二轨单点,426,863,1743960,43 - 0.1
,,"我们是太阳","筷子兄弟",,,分开,180 + 279、180 + 513、180 + 612、279 + 513、279 + 612、513 + 612,A - 一轨单点^^^A - 四轨单点,A - 二轨长条开始^^^A - 一轨长条开始,349,708,56 + 0.0,180、279、513、612,A - 一轨单点,A - 二轨长条开始,349,708,1070974,28 + 0.0
,,"Señorita","Shawn Mendes/Camila Cabello",,红色,分开,191 + 265、202 + 265、210 + 265,B - 一轨长条开始^^^B - 一轨长条中间,B - 三轨单点^^^B - 二轨单点,191,513,58 + 0.4,265,B - 一轨长条中间,B - 二轨单点,191,513,947250,30 + 0.0
,,"Brand New Story","GENERATIONS from EXILE TRIBE",,红色,分开,93 + 350、93 + 351,A - 一轨长条开始^^^B - 一轨单点,A - 四轨单点^^^B - 四轨单点,255,603,57 + 0.4,350、351,B - 一轨单点,B - 四轨单点,255,603,1045252,29 - 0.3
,,"Loki","BC221",,红色,分开,109 + 279、110 + 279,A - 四轨单点^^^B - 二轨单点,A - 四轨单点^^^B - 二轨单点,231,463,51 + 0.0,279,B - 二轨单点,B - 二轨单点,231,463,948319,27 - 0.5
,,"Don't Need Your Love","NCT DREAM/HRVY",,红色,分开,75 + 313,A - 一轨单点^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,273,549,56 + 0.2,313,B - 四轨单点,B - 二轨长条左滑,273,549,1036221,29 - 0.4
,,"カーストルーム","ZAQ",,,分开,169 + 412、412 + 570,A - 二一轨滑条^^^B - 一轨单点,A - 一轨长条右滑^^^B - 三轨长条结尾、四轨长条结尾,381,915,70 + 0.4,412,B - 一轨单点,B - 三轨长条结尾、四轨长条结尾,381,915,1698600,37 - 0.3
X,6,"虚拟","陈粒",,红色,分开,108 + 267,A - 三四轨滑条^^^A - 四轨单点,A - 二轨单点^^^A - 三轨长条右滑,372,673,75 - 0.5,267,A - 四轨单点,A - 三轨长条右滑,372,673,1296146,38 + 0.0
,,"Too Much","Carly Rae Jepsen",,红色,存气,124 + 294、124 + 295、124 + 296、125 + 294、125 + 295、126 + 294、133 + 285、133 + 286、133 + 287、134 + 285,A - 一二轨滑键^^^B - 四三轨滑键,A - 二轨单点^^^B - 二轨单点,165,355,58 - 0.5,303,B - 三轨单点,B - 三轨长条开始,165,355,677430,29 - 0.2
B,6,"Birthday","罗志祥",,,分开,285 + 509、285 + 579、509 + 579,A - 一轨单点、三轨单点^^^B - 二轨单点、四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,395,637,58 + 0.4,285、509、579,A - 一轨单点、三轨单点,A - 三轨长条右滑,395,637,1230326,29 + 0.2
S,6,"Sunny Side Up!","Red Velvet",,红色,分开,148 + 453、148 + 455、148 + 457、148 + 460、148 + 462、148 + 465、148 + 467、150 + 453、150 + 455、150 + 457,A - 三轨长条开始^^^B - 三轨长条开始,A - 一轨长条中间^^^B - 四轨长条中间,349,693,65 + 0.1,453、455、457、460、462、465、467,B - 三轨长条开始,B - 四轨长条中间,349,693,1155662,33 + 0.0
,,"Carry on","Monsta X",,红色,分开,76 + 392、76 + 393、76 + 392、76 + 393、76 + 392、76 + 393,A - 四轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨单点,233,458,57 + 0.4,392、393,B - 四轨单点,B - 三轨单点,233,458,873282,29 - 0.1
G,9,"孤注一掷的舞者","DOES",,,分开,200 + 765、765 + 887、765 + 1003,A - 二一轨滑键、四轨长条开始^^^B - 三轨长条右滑,A - 三轨长条左滑^^^B - 一轨长条中间、四轨长条中间,573,1120,84 + 0.3,765,B - 三轨长条右滑,B - 一轨长条中间、四轨长条中间,573,1120,2026461,43 + 0.3
,,"Lil Mama","Jain",,红色,分开,261 + 380、261 + 385、261 + 386,B - 三四轨滑键^^^B - 二轨长条开始,B - 二轨单点^^^B - 二轨单点,212,424,58 + 0.2,261,B - 三四轨滑键,B - 二轨单点,212,424,873028,31 - 0.3
X,6,"新青年","李行亮",,红色,分开,232 + 483、234 + 483,A - 二轨长条结尾、四轨单点^^^B - 二轨单点、三轨单点,A - 二轨单点^^^B - 三轨单点,307,601,61 - 0.3,483,B - 二轨单点、三轨单点,B - 三轨单点,307,601,1062802,31 - 0.2
,,"漫过","吴映香",,红色,分开,165 + 476、165 + 477、165 + 478、165 + 522、165 + 524、166 + 476、166 + 477、166 + 478、166 + 522、166 + 524,A - 二轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 三轨单点,285,596,61 - 0.4,165、166、167、476、477、478、522、524,A - 二轨单点,A - 二轨单点,285,596,1021251,30 + 0.3
Z,9,"仲夏","王北车",100,,分开,984 + 1352、984 + 1355、984 + 1357,B - 二轨单点^^^B - 二一轨滑条、四轨单点,B - 一轨单点、二轨长条右滑^^^B - 三轨长条中间,657,1524,95 - 0.3,1352、1355、1357,B - 二一轨滑条、四轨单点,B - 三轨长条中间,657,1524,2754400,51 - 0.4
G,6,"孤身","徐秉龙",,红色,分开,200 + 384,A - 四轨长条开始^^^B - 一轨单点,A - 一轨单点^^^B - 二轨长条中间,283,564,57 - 0.1,200,A - 四轨长条开始,A - 一轨单点,283,564,936477,29 - 0.2
,,"Talking to Myself","Linkin Park",,,分开,299 + 613,A - 四轨单点^^^B - 四轨单点,A - 二轨长条左滑^^^B - 二轨长条左滑,525,884,68 + 0.2,299、613,A - 四轨单点,A - 二轨长条左滑,525,884,1418398,34 + 0.1
,,"Ever After","Alice",,,分开,298 + 822、704 + 822,A - 一轨单点^^^B - 三轨单点,A - 二轨长条右滑^^^B - 三轨长条左滑,456,901,68 + 0.2,822,B - 三轨单点,B - 三轨长条左滑,456,901,1372061,34 + 0.2
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,115 + 350,A - 一轨单点^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,268,554,64 + 0.3,115,A - 一轨单点,A - 三轨长条右滑,268,554,1039634,33 - 0.4
,,"I Still Do","Why Don't We",,红色,分开,9 + 209,A - 三轨单点^^^A - 二轨单点,A - 三轨长条右滑^^^A - 二轨单点,260,473,55 - 0.4,209,A - 二轨单点,A - 二轨单点,260,473,832434,26 + 0.1
,,"傻了吧","大张伟",,,分开,289 + 556、289 + 558、289 + 559、556 + 901、558 + 901、559 + 901,A - 二轨单点、三轨长条开始^^^B - 四轨长条左滑,A - 二轨单点^^^B - 一轨单点,522,1191,86 + 0.4,556、558、559,B - 四轨长条左滑,B - 一轨单点,522,1191,2533847,44 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,161 + 372,A - 二轨长条开始^^^B - 三轨长条开始,A - 二轨单点^^^B - 三轨单点,223,434,60 + 0.4,161、372,A - 二轨长条开始,A - 二轨单点,223,434,965912,30 + 0.2
,,"Badass Woman","Meghan Trainor",,红色,分开,159 + 395、161 + 395、162 + 395、326 + 395、328 + 395、329 + 395,A - 三轨单点^^^B - 三轨长条开始,A - 三轨长条结尾^^^B - 一轨单点,224,479,49 - 0.1,395,B - 三轨长条开始,B - 一轨单点,224,479,792214,26 - 0.1
,,"长安巷","排骨教主",,红色,分开,189 + 344、189 + 345,B - 四轨长条开始^^^B - 一轨单点,B - 三轨单点^^^B - 二轨单点,189,419,65 - 0.1,344、345,B - 一轨单点,B - 二轨单点,189,419,843375,33 - 0.3
,,"林中鸟(困难版)","葛林",,,分开,845 + 1670、845 + 1672,B - 一二轨滑键、五四轨滑条^^^B - 一轨长条中间,B - 一轨长条中间、五轨长条中间^^^B - 三轨长条右滑,732,1818,104 + 0.0,1670、1672,B - 一轨长条中间,B - 三轨长条右滑,732,1818,3185456,54 + 0.1
,,"永世のクレイドル","鈴華ゆう子",,红色,分开,162 + 646,A - 二一轨滑条、三轨长条右滑^^^B - 一轨长条右滑、三四轨滑条,A - 四轨单点^^^B - 一轨单点,458,932,82 - 0.4,162、646,A - 二一轨滑条、三轨长条右滑,A - 四轨单点,458,932,1534943,41 - 0.2
Q,7,"倾杯","SING女团",,,分开,269 + 652、580 + 652,A - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,A - 三轨单点^^^B - 三轨单点,384,723,66 - 0.5,652,B - 二轨单点、三轨单点,B - 三轨单点,384,723,1324817,33 + 0.2
,,"无名之辈","陈雪燃",,红色,存气,124 + 273、124 + 274、124 + 275、125 + 273、125 + 274、126 + 273,A - 一轨单点^^^B - 二轨单点,A - 三四轨滑键^^^B - 三轨单点,147,340,65 - 0.1,272、273,B - 三四轨滑键,B - 一轨单点,147,340,783724,33 - 0.3
,,"Leave Out All The Rest","Linkin Park",,,分开,446 + 983,A - 二一轨滑条、四三轨滑条^^^B - 一二轨滑条、三四轨滑条,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条结尾、三轨长条结尾,643,1375,91 + 0.0,983,B - 一二轨滑条、三四轨滑条,B - 一轨长条结尾、三轨长条结尾,643,1375,2068919,46 - 0.4
D,9,"单线告别","接个吻，开一枪/刘至佳",,,分开,364 + 745,A - 一轨长条开始、三轨单点^^^B - 二轨单点、四轨长条开始,A - 三轨单点^^^B - 二轨单点,458,898,79 + 0.0,364、745,A - 一轨长条开始、三轨单点,A - 三轨单点,458,898,1794311,40 - 0.5
,,"Whistle(困难版)","Flo Rida",,,分开,1051 + 1340,B - 一二轨滑条、四五轨滑条^^^B - 二一轨滑条,B - 一轨长条中间、四轨长条中间^^^B - 四轨单点,572,1433,84 + 0.1,1051,B - 一二轨滑条、四五轨滑条,B - 一轨长条中间、四轨长条中间,572,1433,2501626,45 + 0.0
,,"德寿宫石墙路的春天","允儿/10cm",,红色,存气,181 + 262,A - 三轨长条开始^^^B - 一轨单点,A - 三轨单点^^^B - 四轨单点,207,381,56 + 0.0,262,B - 一轨单点,B - 三轨长条开始,207,381,800020,28 - 0.2
,,"有你我就不孤单","罗志祥/恺乐/C.T.O",,,分开,651 + 710、652 + 710,B - 三轨单点^^^B - 一轨长条中间,B - 三轨单点^^^B - 四轨单点,379,839,70 + 0.1,696,B - 三轨单点,B - 二轨长条开始,379,839,1637267,36 + 0.4
W,6,"我只喜欢你","胡夏",,,分开,214 + 543、543 + 704,A - 二轨单点^^^B - 四轨长条左滑,A - 三轨单点^^^B - 二轨单点,286,776,64 + 0.4,543,B - 四轨长条左滑,B - 二轨单点,286,776,1441428,33 - 0.1
,,"好喜欢你","颜人中",,红色,分开,180 + 324、180 + 333,B - 二轨单点、三轨单点^^^B - 一轨单点、四轨单点,B - 一轨长条开始^^^B - 三轨单点,164,388,65 - 0.2,324、333,B - 一轨单点、四轨单点,B - 三轨单点,164,388,848168,33 + 0.0
*,9,"デートアライブ","sweet ARMS",,,分开,137 + 637,A - 一轨长条开始、三轨长条开始^^^B - 二轨长条开始、四轨长条开始,A - 一轨单点^^^B - 四轨单点,565,1062,72 + 0.0,137、637,A - 一轨长条开始、三轨长条开始,A - 一轨单点,565,1062,1969998,36 + 0.0
C,7,"Close To Me","Ellie Goulding/Diplo/Red Velvet",,,分开,649 + 799,B - 四轨单点^^^B - 四轨单点,B - 一轨单点^^^B - 一轨长条右滑,427,935,75 + 0.2,649,B - 四轨单点,B - 一轨单点,427,935,1510992,38 - 0.2
R,10,"R.1.S.E","R1SE",,,分开,333 + 445、333 + 447、333 + 975、333 + 1087、333 + 1089、445 + 975、445 + 1087、445 + 1089、447 + 975、447 + 1087,A - 二一轨滑键、三四轨滑条^^^A - 一二轨滑键、四三轨滑键,A - 三轨单点^^^A - 一轨单点,708,1488,95 - 0.4,333、445、447、975、1087、1089,A - 二一轨滑键、三四轨滑条,A - 三轨单点,708,1488,2746586,47 + 0.3
Z,6,"着陆","白举纲",,红色,分开,116 + 401,A - 二轨长条左滑^^^B - 三轨长条右滑,A - 三轨单点^^^B - 二轨单点,289,713,74 + 0.4,116、401,A - 二轨长条左滑,A - 三轨单点,289,713,1287296,37 + 0.2
,,"Girl in the Mirror","Bebe Rexha",,红色,分开,131 + 513、132 + 513、284 + 513、285 + 513,A - 二轨单点^^^B - 四轨长条中间,A - 三轨单点^^^B - 二轨单点,282,574,61 + 0.1,513,B - 四轨长条中间,B - 二轨单点,282,574,1021451,31 - 0.4
,,"我的朋友","TFBOYS",,,分开,162 + 286,A - 四轨单点^^^A - 一轨单点,A - 二轨长条左滑^^^A - 二轨长条左滑,512,1022,84 + 0.2,162、286,A - 四轨单点,A - 二轨长条左滑,512,1022,2060481,42 + 0.1
U,10,"UNION","OxT",,,分开,727 + 1129、727 + 1136,B - 一轨长条右滑、三四轨滑条^^^B - 一二轨滑键、三四轨滑条,B - 二轨单点^^^B - 一轨单点,590,1217,88 - 0.3,727,B - 一轨长条右滑、三四轨滑条,B - 二轨单点,590,1217,2354346,44 + 0.2
W,6,"我很快乐","刘惜君",,红色,分开,95 + 240,A - 二轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 一轨长条右滑,235,497,58 - 0.1,240,B - 三轨单点,B - 一轨长条右滑,235,497,1059106,29 + 0.0
Z,7,"最苦的甜","胡夏",,,分开,539 + 634,B - 二轨长条开始^^^B - 三轨长条右滑,B - 三四轨滑键^^^B - 二轨长条左滑,333,711,63 + 0.1,539,B - 二轨长条开始,B - 三四轨滑键,333,711,1237339,32 - 0.4
,,"All Mine","f(x)",,,分开,382 + 599,B - 三轨长条开始^^^B - 四三轨滑键,B - 三四轨滑键^^^B - 三轨单点,346,653,51 + 0.1,382,B - 三轨长条开始,B - 三四轨滑键,346,653,1011068,26 + 0.2
D,9,"当妮走了","徐真真",,,分开,269 + 625,A - 四轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 一轨单点、三轨长条左滑,471,965,81 + 0.1,625,B - 三轨单点,B - 一轨单点、三轨长条左滑,471,965,2001083,41 + 0.1
,,"最好的天气","郭采洁",,红色,分开,329 + 421,B - 二轨长条开始^^^B - 一轨长条中间,B - 四轨单点^^^B - 一轨单点,193,486,51 + 0.1,421,B - 一轨长条中间,B - 一轨单点,193,486,959958,26 + 0.3
,,"Come Back Down","Mediks",,,分开,211 + 556、556 + 967,A - 二轨单点、四轨长条左滑^^^A - 二轨单点,A - 二轨单点、四轨单点^^^A - 三四轨滑键,720,1435,84 - 0.4,556,A - 二轨单点,A - 三四轨滑键,720,1435,2821876,42 + 0.3
W,6,"When You Know What Love Is","Craig David",,红色,分开,205 + 513、205 + 514、206 + 513、206 + 514,A - 二轨单点^^^B - 三轨单点,A - 四轨长条结尾^^^B - 二轨长条结尾,354,662,63 + 0.2,205、206、513、514,A - 二轨单点,A - 四轨长条结尾,354,662,1108029,32 - 0.4
S,10,"Shiny","高颖浠",,,分开,826 + 1056,B - 二轨单点、三轨长条右滑^^^B - 二轨长条中间,B - 二轨单点、四轨单点^^^B - 二轨单点、三轨单点,662,1301,103 + 0.2,1056,B - 二轨长条中间,B - 二轨单点、三轨单点,662,1301,2837828,52 - 0.2
,,"藏不住的心跳","朱主爱",,红色,分开,267 + 360,B - 三四轨滑键^^^B - 二轨单点,B - 三轨单点^^^B - 三轨单点,239,471,61 + 0.0,360,B - 二轨单点,B - 三轨单点,239,471,912152,31 + 0.0
