字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
C,10,"Candy Pop","TWICE",,,分开,245 + 466,B - 左下角数字 1 单点、右下角数字 1 单点^^^B - 右上角数字 5 蓝条开始、左上角数字 5 蓝条开始,B - 右下角数字 6 单点^^^B - 左下角数字 3 蓝条开始,244,564,66 - 0.3,245,B - 左下角数字 1 单点、右下角数字 1 单点,B - 右下角数字 6 单点,244,564,1566865,34 - 0.2
,,"Monsters","Katie Sky",,红色,分开,122 + 170、122 + 171,B - 右下角数字 9 单点^^^B - 右边数字 7 绿条中间,B - 左下角数字 7 单点^^^B - 左下角数字 11 单点,107,235,39 - 0.1,122,B - 右下角数字 9 单点,B - 左下角数字 7 单点,107,235,564713,20 - 0.3
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,33 + 105、33 + 106、33 + 107、33 + 108,A - 左上角数字 3 绿条开始^^^B - 右上角数字 11 单点,A - 左上角数字 6 单点^^^B - 左上角数字 3 绿条结尾,81,186,37 - 0.2,105、106、107、108,B - 右上角数字 11 单点,B - 左上角数字 3 绿条结尾,81,186,447524,18 + 0.4
X,7,"星期天","张紫豪",,红色,分开,95 + 232、95 + 233、95 + 234、95 + 235,A - 右上角数字 1 单点、左上角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 3 蓝条结尾^^^B - 左下角数字 4 蓝条结尾,135,290,50 - 0.1,232、233、234、235,B - 左下角数字 1 单点,B - 左下角数字 4 蓝条结尾,135,290,786812,25 + 0.0
F,9,"Faded(困难版)","Alan Walker",,,分开,418 + 454、418 + 455、419 + 454、419 + 455,B - 右下角数字 1 单点^^^B - 右上角数字 1 单点,B - 下面数字 6 蓝条中间^^^B - 右上角数字 17 单点,287,583,64 + 0.0,442、443,B - 右上角数字 1 单点,B - 右下角数字 6 单点,287,583,1770427,34 + 0.0
G,9,"工笔","Awaken-F",,,分开,265 + 326、265 + 327、265 + 329、265 + 330、265 + 331、265 + 332、265 + 333、265 + 334、265 + 335、265 + 337,B - 左上角数字 6 单点^^^B - 左下角数字 1 单点,B - 右上角数字 12 蓝条开始^^^B - 中间数字 6 单点,202,456,62 + 0.0,265、266、267、270,B - 左上角数字 6 单点,B - 右上角数字 12 蓝条开始,202,456,1475916,34 + 0.0
,,"For You","高颖浠",,红色,分开,107 + 201,A - 左上角数字 6 单点^^^B - 左上角数字 6 单点,A - 右边数字 11 单点^^^B - 左下角数字 1 单点,137,249,59 - 0.2,201,B - 左上角数字 6 单点,B - 左下角数字 1 单点,137,249,780704,30 - 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",,,分开,211 + 472、211 + 473、212 + 472、212 + 473、212 + 472、212 + 473、212 + 472、212 + 473、212 + 472、212 + 473,A - 左下角数字 2 单点^^^B - 左下角数字 2 单点,A - 右上角数字 1 蓝条结尾^^^B - 右上角数字 2 蓝条结尾,252,515,50 + 0.0,211、212、472、473,A - 左下角数字 2 单点,A - 右上角数字 1 蓝条结尾,252,515,1447112,25 + 0.0
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,149 + 375、149 + 442、149 + 443、149 + 445、149 + 446、149 + 448、150 + 375、150 + 442、150 + 443、150 + 445,A - 右上角数字 10 蓝条中间^^^B - 右下角数字 6 单点,A - 上面数字 5 蓝条结尾、上面数字 6 蓝条开始^^^B - 左下角数字 7 蓝条结尾、右下角数字 8 单点,228,574,86 + 0.0,149、150、152、153、155、375、442、443、445、446,A - 右上角数字 10 蓝条中间,A - 上面数字 5 蓝条结尾、上面数字 6 蓝条开始,228,574,1696941,43 + 0.0
,,"Pure","向井太一",,红色,分开,78 + 181、78 + 182、78 + 183、78 + 184、78 + 185、78 + 186、78 + 187、78 + 188,A - 右边数字 6 单点^^^B - 左上角数字 1 单点,A - 左上角数字 1 单点^^^B - 下面数字 4 蓝条结尾,118,229,49 + 0.0,181、182、183、184、185、186、187、188,B - 左上角数字 1 单点,B - 下面数字 4 蓝条结尾,118,229,606670,25 - 0.5
X,6,"虚拟","陈粒",,红色,分开,142 + 284、142 + 285、142 + 286、142 + 287、142 + 288、142 + 289、142 + 346、142 + 347、142 + 348、142 + 349,A - 左上角数字 1 单点^^^B - 右上角数字 1 单点,A - 右下角数字 5 蓝条中间^^^B - 右上角数字 5 蓝条中间,208,412,80 + 0.0,142、143、144、145、146、147、284、285、286、287,A - 左上角数字 1 单点,A - 右下角数字 5 蓝条中间,208,412,1181856,40 + 0.0
X,6,"炫舞","陈伟霆",,,分开,247 + 362、247 + 363、248 + 362、248 + 363、248 + 362、248 + 363、248 + 362、248 + 363、248 + 362、248 + 363,B - 右上角数字 2 单点^^^B - 左边数字 1 蓝条开始,B - 右上角数字 4 蓝条结尾^^^B - 左边数字 2 蓝条结尾,232,448,39 - 0.5,362、363,B - 左边数字 1 蓝条开始,B - 左边数字 2 蓝条结尾,232,448,771836,20 - 0.5
,,"没有你的冬季","阿云嘎",,红色,分开,137 + 288,A - 左上角数字 1 单点^^^B - 右下角数字 1 单点,A - 右边数字 7 绿条开始^^^B - 左边数字 7 绿条开始,206,387,61 - 0.4,137、288,A - 左上角数字 1 单点,A - 右边数字 7 绿条开始,206,387,1090445,30 + 0.3
Z,10,"直到世界终结(困难版)","WANDS",,,分开,285 + 401,B - 左上角数字 4 蓝条开始^^^B - 右上角数字 1 蓝条开始,B - 右上角数字 2 蓝条结尾^^^B - 左上角数字 2 蓝条结尾,281,693,72 + 0.0,285、401,B - 左上角数字 4 蓝条开始,B - 右上角数字 2 蓝条结尾,281,693,1797743,36 + 0.0
D,10,"Dura","Daddy Yankee",,,分开,179 + 470、179 + 471,A - 右上角数字 16 蓝条中间^^^B - 左边数字 5 绿条中间,A - 右下角数字 9 蓝条结尾、左上角数字 10 单点^^^B - 左下角数字 18 单点,309,760,88 + 0.3,179,A - 右上角数字 16 蓝条中间,A - 右下角数字 9 蓝条结尾、左上角数字 10 单点,309,760,2310091,48 + 0.0
,,"雨后的咖啡","SNP",,红色,存气,133 + 247、133 + 258、133 + 259、134 + 258、144 + 247、144 + 248、145 + 247,A - 左下角数字 3 蓝条开始^^^B - 右上角数字 1 蓝条开始,A - 右上角数字 6 蓝条结尾^^^B - 左上角数字 7 单点,150,297,49 - 0.4,247、258、269,B - 右上角数字 1 蓝条开始,B - 左上角数字 3 单点,150,297,739340,25 - 0.2
,,"Baby Don't Cry","于湉",,红色,分开,98 + 230,A - 左边数字 5 单点^^^B - 右边数字 5 单点,A - 左边数字 7 单点^^^B - 右边数字 7 单点,139,271,52 - 0.4,230,B - 右边数字 5 单点,B - 右边数字 7 单点,139,271,811854,26 - 0.2
X,9,"響喜乱舞","GARNiDELiA",,,分开,138 + 384、138 + 385、138 + 386、138 + 388、138 + 389、138 + 392、138 + 393、138 + 395、138 + 396、138 + 397,A - 左上角数字 1 单点^^^B - 左上角数字 1 单点,A - 左下角数字 6 单点^^^B - 左下角数字 6 单点,273,520,58 + 0.0,138、139、140、142、143、146、147、149、150、151,A - 左上角数字 1 单点,A - 左下角数字 6 单点,273,520,1448441,29 + 0.0
,,"大碗宽面","吴亦凡",,红色,分开,31 + 120、31 + 121,A - 左下角数字 10 蓝条开始^^^B - 左下角数字 4 单点,A - 右上角数字 8 单点^^^B - 左下角数字 2 蓝条中间,104,222,51 + 0.1,120、121,B - 左下角数字 4 单点,B - 左下角数字 2 蓝条中间,104,222,626141,25 + 0.1
W,10,"Why So Lonely","Wonder Girls",,,分开,341 + 457、341 + 459、343 + 457、343 + 459,B - 左下角数字 5 绿条结尾、右上角数字 7 单点^^^B - 左下角数字 16 绿条结尾、右下角数字 17 单点,B - 左下角数字 12 单点^^^B - 左下角数字 3 单点,289,634,66 - 0.1,341、343,B - 左下角数字 5 绿条结尾、右上角数字 7 单点,B - 左下角数字 12 单点,289,634,1785987,34 + 0.0
H,6,"魂不守舍","朱星杰",,红色,分开,174 + 252、174 + 254、174 + 255、175 + 252、175 + 254、175 + 255,B - 左上角数字 5 蓝条开始^^^B - 左下角数字 6 绿条结尾、右上角数字 1 单点,B - 左下角数字 1 单点^^^B - 左下角数字 4 单点,154,318,47 + 0.0,252、254、255,B - 左下角数字 6 绿条结尾、右上角数字 1 单点,B - 左下角数字 4 单点,154,318,856516,25 + 0.0
W,6,"我们是太阳","筷子兄弟",,红色,分开,109 + 281,A - 右下角数字 10 单点^^^B - 左上角数字 10 单点,A - 右下角数字 12 蓝条结尾^^^B - 左上角数字 12 蓝条结尾,184,370,52 - 0.4,109、281,A - 右下角数字 10 单点,A - 右下角数字 12 蓝条结尾,184,370,921535,26 - 0.2
M,8,"马上上马","庄园",,,分开,249 + 468,A - 左上角数字 6 单点^^^B - 左上角数字 6 单点,A - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始^^^B - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始,311,556,88 + 0.4,249、468,A - 左上角数字 6 单点,A - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始,311,556,1702566,44 + 0.2
V,10,"VORACITY","MYTH & ROID",,,分开,200 + 408、408 + 590,A - 中间数字 2 单点、左边数字 2 单点^^^B - 左边数字 2 单点、中间数字 2 单点,A - 左下角数字 8 绿条中间、右下角数字 8 绿条中间^^^B - 右下角数字 8 绿条中间、左下角数字 8 绿条中间,260,650,56 + 0.2,200、408,A - 中间数字 2 单点、左边数字 2 单点,A - 左下角数字 8 绿条中间、右下角数字 8 绿条中间,260,650,1647777,28 + 0.1
X,8,"幸福症候群","nanawoakari",,红色,分开,66 + 200,A - 右下角数字 1 单点^^^B - 右上角数字 3 单点,A - 右下角数字 3 蓝条结尾、左上角数字 4 单点^^^B - 左上角数字 7 单点,178,441,64 - 0.2,200,B - 右上角数字 3 单点,B - 左上角数字 7 单点,178,441,1143378,32 - 0.1
,,"朝代","排骨教主",,红色,分开,135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230,B - 右下角数字 3 单点^^^B - 左上角数字 2 单点,B - 右下角数字 14 单点^^^B - 左边数字 6 单点,128,272,51 - 0.1,229、230,B - 左上角数字 2 单点,B - 左边数字 6 单点,128,272,760279,27 + 0.0
L,9,"凉凉(困难版)","杨宗纬/张碧晨",50,,分开,272 + 657、272 + 658、398 + 657、398 + 658,A - 下面数字 9 绿条中间、左上角数字 11 单点^^^B - 左上角数字 1 单点,A - 左下角数字 19 单点^^^B - 右上角数字 2 单点,449,876,71 - 0.2,657、658,B - 左上角数字 1 单点,B - 右上角数字 2 单点,449,876,2074989,36 + 0.4
F,9,"flower of sorrow","花たん",,,分开,217 + 376,B - 右上角数字 7 单点^^^B - 右下角数字 1 蓝条开始,B - 左边数字 6 绿条开始^^^B - 左上角数字 7 单点,210,471,53 + 0.2,376,B - 右下角数字 1 蓝条开始,B - 左上角数字 7 单点,210,471,1359255,28 + 0.0
M,8,"觅","王喆",,,分开,264 + 456、264 + 457、264 + 458、265 + 456、265 + 457、265 + 458,B - 下面数字 3 单点^^^B - 右边数字 2 单点,B - 左下角数字 6 单点^^^B - 右下角数字 4 蓝条结尾、左上角数字 5 单点,231,490,62 + 0.0,456、457、458,B - 右边数字 2 单点,B - 右下角数字 4 蓝条结尾、左上角数字 5 单点,231,490,1570106,32 + 0.0
D,9,"Dear Future Husband","Meghan Trainor",,,分开,71 + 226、71 + 227,A - 右边数字 4 单点^^^B - 右上角数字 1 蓝条开始,A - 左下角数字 8 单点^^^B - 左上角数字 1 单点,225,538,59 + 0.0,71,A - 右边数字 4 单点,A - 左下角数字 8 单点,225,538,1645864,31 - 0.2
,,"芒种","音阙诗听/赵方婧",,红色,存气,136 + 182、136 + 183、137 + 182,A - 右上角数字 1 单点^^^B - 右边数字 8 单点,A - 左下角数字 4 单点^^^B - 左边数字 5 单点,139,242,47 - 0.1,182、183,B - 右边数字 8 单点,B - 左边数字 2 单点,139,242,667162,24 - 0.1
L,10,"林中鸟(困难版)","葛林",,,分开,68 + 738、68 + 739、68 + 740、68 + 741、68 + 742,A - 中间数字 5 单点^^^B - 右下角数字 7 蓝条开始,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点^^^B - 左上角数字 17 蓝条中间,355,776,59 - 0.5,68,A - 中间数字 5 单点,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点,355,776,1979350,30 + 0.0
S,9,"Stand By Me","the peggies",,,分开,235 + 564、235 + 568、239 + 564、239 + 568,A - 左上角数字 3 蓝条开始^^^B - 右下角数字 3 蓝条开始,A - 左上角数字 5 蓝条结尾、右上角数字 6 单点^^^B - 右下角数字 5 蓝条结尾、左下角数字 6 单点,374,703,63 + 0.2,235、239、564、568,A - 左上角数字 3 蓝条开始,A - 左上角数字 5 蓝条结尾、右上角数字 6 单点,374,703,1760591,32 - 0.4
R,7,"仁心所向","河图",,,存气,279 + 442、279 + 443、279 + 444、280 + 442,A - 中间数字 1 蓝条开始^^^B - 左上角数字 1 单点,A - 右上角数字 2 单点^^^B - 中间数字 5 蓝条中间,286,501,49 - 0.5,227、228、229、230、442、443、444、445,A - 右上角数字 1 单点,A - 右下角数字 2 单点,286,501,1113418,24 - 0.4
B,9,"Bright Burning Shout","T.M.Revolution",,,分开,250 + 676,A - 左上角数字 2 蓝条开始^^^B - 右下角数字 2 蓝条开始,A - 右下角数字 6 单点^^^B - 左上角数字 6 单点,378,774,67 - 0.4,250、676,A - 左上角数字 2 蓝条开始,A - 右下角数字 6 单点,378,774,1809961,33 + 0.3
S,7,"是我","张韶涵",,红色,分开,283 + 325,B - 右上角数字 3 单点^^^B - 左上角数字 1 单点、上面数字 1 单点,B - 右边数字 14 绿条开始^^^B - 右上角数字 12 蓝条中间,226,474,57 + 0.4,325,B - 左上角数字 1 单点、上面数字 1 单点,B - 右上角数字 12 蓝条中间,226,474,1055413,30 - 0.4
,,"HERO","李子璇",,红色,分开,81 + 192、81 + 193、81 + 194、81 + 192、81 + 193、81 + 194、81 + 192、81 + 193、81 + 194,A - 右上角数字 6 单点^^^B - 左下角数字 1 单点,A - 左边数字 6 单点^^^B - 右上角数字 3 单点,140,283,55 - 0.3,192、193、194,B - 左下角数字 1 单点,B - 右上角数字 3 单点,140,283,833697,27 + 0.2
N,7,"牛奶面包","杨紫/鱿小鱼",,红色,分开,118 + 267、118 + 271、122 + 267、122 + 271,A - 上面数字 6 单点^^^B - 上面数字 6 单点,A - 左上角数字 10 蓝条结尾^^^B - 右上角数字 10 蓝条结尾,212,362,70 + 0.0,118、122、267、271,A - 上面数字 6 单点,A - 左上角数字 10 蓝条结尾,212,362,1215461,35 + 0.0
V,10,"Victory(困难版)","Bond",,,分开,320 + 883、320 + 884、320 + 886、320 + 887、321 + 883、321 + 884、321 + 886、321 + 887、323 + 883、323 + 884,A - 左上角数字 5 蓝条中间^^^B - 右上角数字 1 蓝条中间,A - 右下角数字 4 蓝条结尾、左上角数字 5 蓝条开始^^^B - 右上角数字 7 蓝条中间、左下角数字 10 单点,552,1032,110 + 0.0,320、321、323、324、326、327、329、330、332、333,A - 左上角数字 5 蓝条中间,A - 右下角数字 4 蓝条结尾、左上角数字 5 蓝条开始,552,1032,3375612,56 + 0.0
,,"无名之辈","陈雪燃",,红色,分开,50 + 196,A - 下面数字 10 单点^^^B - 右上角数字 1 单点,A - 左下角数字 14 单点^^^B - 左上角数字 3 绿条中间,113,247,40 - 0.5,196,B - 右上角数字 1 单点,B - 左上角数字 3 绿条中间,113,247,475966,20 - 0.5
,,"漫过","吴映香",,红色,存气,124 + 218、124 + 238、124 + 218、124 + 238、124 + 218、124 + 238、124 + 218、124 + 238、124 + 218、124 + 238,A - 右上角数字 3 蓝条开始^^^B - 右上角数字 1 单点,A - 左下角数字 5 单点^^^B - 右下角数字 16 绿条结尾,134,277,44 + 0.0,218、219、220、221、222、223、224、225、226、227,B - 右上角数字 1 单点,B - 右边数字 5 单点,134,277,727141,22 - 0.5
Z,9,"钻石微笑","Run Girls, Run！",,,分开,209 + 410、209 + 418、209 + 419、209 + 420,A - 左上角数字 1 单点^^^B - 左上角数字 2 单点,A - 下面数字 6 绿条开始^^^B - 左下角数字 7 单点,277,549,50 - 0.1,209,A - 左上角数字 1 单点,A - 下面数字 6 绿条开始,277,549,1493632,25 + 0.0
*,9,"デートアライブ","sweet ARMS",,,分开,198 + 252、198 + 492、198 + 493、198 + 546、199 + 252、199 + 492、199 + 493、199 + 546、199 + 252、199 + 492,A - 右上角数字 9 绿条结尾^^^A - 左下角数字 6 绿条中间,A - 右上角数字 2 单点^^^A - 左上角数字 2 单点,322,620,56 - 0.2,198、199、252、492、493、546,A - 右上角数字 9 绿条结尾,A - 右上角数字 2 单点,322,620,1414934,28 - 0.1
B,7,"白衣少年","许诗茵",,,分开,131 + 367、131 + 368、131 + 369、131 + 370、132 + 367、132 + 368、132 + 369、132 + 370、132 + 367、132 + 368,A - 上面数字 1 单点^^^B - 右上角数字 1 单点,A - 左上角数字 3 蓝条中间^^^B - 右上角数字 3 蓝条中间,220,469,50 + 0.4,131、132、133、134、367、368、369、370,A - 上面数字 1 单点,A - 左上角数字 3 蓝条中间,220,469,1291204,25 + 0.2
D,10,"大艺术家(困难版)","蔡依林",,,分开,384 + 836,A - 左上角数字 3 单点、右下角数字 3 单点^^^B - 左上角数字 3 单点、右下角数字 3 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 蓝条开始^^^B - 左上角数字 7 蓝条结尾、下面数字 8 蓝条开始,527,951,130 + 0.0,384、836,A - 左上角数字 3 单点、右下角数字 3 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 蓝条开始,527,951,2796157,65 + 0.0
H,7,"好想告诉你","谷泽智文",,红色,分开,33 + 193,A - 上面数字 10 单点^^^B - 左下角数字 12 蓝条开始,A - 左上角数字 5 单点^^^B - 中间数字 7 绿条开始,151,369,58 + 0.3,193,B - 左下角数字 12 蓝条开始,B - 中间数字 7 绿条开始,151,369,985210,29 + 0.3
G,7,"更发光","以团之名",,,分开,153 + 276,A - 右上角数字 5 单点^^^B - 左边数字 2 单点,A - 左上角数字 4 蓝条结尾^^^B - 右边数字 6 单点,234,421,53 - 0.2,153,A - 右上角数字 5 单点,A - 左上角数字 4 蓝条结尾,234,421,1084816,27 - 0.2
D,6,"带我走","杨丞琳",,红色,分开,164 + 290、165 + 290、166 + 290、290 + 381,A - 左下角数字 1 单点^^^B - 右上角数字 1 单点,A - 左下角数字 7 蓝条结尾^^^B - 左边数字 6 蓝条结尾,203,410,51 + 0.0,290,B - 右上角数字 1 单点,B - 左边数字 6 蓝条结尾,203,410,955502,26 - 0.1
,,"Loki","BC221",,红色,分开,168 + 200、169 + 200、170 + 200、171 + 200、175 + 200、176 + 200,B - 右上角数字 1 单点^^^B - 右下角数字 3 单点,B - 左边数字 5 单点^^^B - 右下角数字 8 单点,167,324,45 - 0.2,181、182、183、184、185、200,B - 左上角数字 4 单点,B - 右上角数字 8 单点,167,324,823149,23 - 0.1
Q,10,"琪露诺的完美算术教室","IOSYS",,,分开,464 + 780,A - 上面数字 4 蓝条中间^^^B - 下面数字 4 蓝条中间,A - 左上角数字 16 蓝条结尾、右上角数字 17 绿条开始^^^B - 右下角数字 16 蓝条结尾、左下角数字 17 绿条开始,519,936,95 - 0.4,464、780,A - 上面数字 4 蓝条中间,A - 左上角数字 16 蓝条结尾、右上角数字 17 绿条开始,519,936,2650921,47 + 0.3
N,7,"那时正好","赵政豪",,,分开,130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272,A - 右上角数字 1 单点^^^B - 右上角数字 4 单点,A - 左下角数字 4 单点^^^B - 下面数字 5 单点,170,439,45 - 0.5,271、272,B - 右上角数字 4 单点,B - 下面数字 5 单点,170,439,1026662,22 + 0.4
G,8,"灌溉爱","郭采洁",,,分开,90 + 285、90 + 287,A - 左下角数字 5 单点^^^B - 右上角数字 5 绿条结尾、左上角数字 6 单点,A - 右上角数字 4 单点^^^B - 左上角数字 4 单点,201,377,49 - 0.5,90,A - 左下角数字 5 单点,A - 右上角数字 4 单点,201,377,915211,25 - 0.5
,,"Too Much","Carly Rae Jepsen",,红色,分开,67 + 171,A - 右下角数字 10 绿条中间^^^B - 左下角数字 1 单点,A - 右上角数字 16 单点^^^B - 右边数字 9 单点,95,198,40 - 0.4,171,B - 左下角数字 1 单点,B - 右边数字 9 单点,95,198,452120,21 - 0.3
I,7,"I'm OK","小青龙",,红色,分开,192 + 444、193 + 444、194 + 444,A - 右下角数字 5 蓝条中间^^^B - 右上角数字 6 蓝条开始,A - 右下角数字 9 蓝条结尾、上面数字 10 蓝条开始^^^B - 左上角数字 1 绿条开始,237,510,84 + 0.3,192、193、194,A - 右下角数字 5 蓝条中间,A - 右下角数字 9 蓝条结尾、上面数字 10 蓝条开始,237,510,1487629,44 + 0.0
Q,7,"倾杯","SING女团",,,存气,186 + 343,A - 右上角数字 1 单点、左上角数字 1 单点^^^B - 左下角数字 1 单点、右下角数字 1 单点,A - 右上角数字 16 单点^^^B - 右上角数字 7 蓝条结尾,207,384,50 - 0.2,343、345、346、348,B - 左下角数字 1 单点、右下角数字 1 单点,B - 左下角数字 4 单点,207,384,990583,25 - 0.1
C,8,"长安诀","汪苏泷",,红色,分开,130 + 391、130 + 392、131 + 391、131 + 392、131 + 391、131 + 392、131 + 391、131 + 392,A - 左下角数字 7 绿条中间^^^B - 右上角数字 7 绿条中间,A - 右上角数字 4 蓝条结尾、左上角数字 5 单点^^^B - 左下角数字 4 蓝条结尾、右下角数字 5 单点,191,487,65 - 0.4,130、131、391、392,A - 左下角数字 7 绿条中间,A - 右上角数字 4 蓝条结尾、左上角数字 5 单点,191,487,1216129,32 + 0.3
C,8,"Close To Me","Ellie Goulding/Diplo/Red Velvet",,红色,分开,101 + 325、101 + 326、101 + 327、101 + 328、101 + 329、101 + 331、102 + 325、102 + 326、102 + 327、102 + 328,A - 上面数字 3 单点^^^B - 下面数字 3 单点,A - 左下角数字 7 单点^^^B - 右上角数字 7 单点,203,452,56 + 0.2,101、102、103、104、105、107、325、326、327、328,A - 上面数字 3 单点,A - 左下角数字 7 单点,203,452,1061810,28 + 0.1
,,"Turn Up","周汤豪",100,红色,分开,98 + 266、98 + 267、99 + 266、99 + 267、99 + 266、99 + 267、99 + 266、99 + 267,A - 右下角数字 1 绿条中间^^^B - 左上角数字 1 绿条中间,A - 左下角数字 6 单点^^^B - 右上角数字 6 单点,155,316,50 + 0.0,266、267,B - 左上角数字 1 绿条中间,B - 右上角数字 6 单点,155,316,829255,25 + 0.0
A,8,"Angel With A Shotgun","Nightcore",,红色,分开,105 + 243、105 + 245、105 + 246、107 + 243、107 + 245、107 + 246、108 + 243、108 + 245、108 + 246、108 + 243,A - 右下角数字 2 单点^^^B - 左上角数字 2 单点,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左上角数字 5 单点,191,432,57 + 0.0,105、107、108、243、245、246,A - 右下角数字 2 单点,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点,191,432,1040480,29 - 0.5
C,9,"Candy Boy","TWICE",,,分开,178 + 427、178 + 428、178 + 429、178 + 430、178 + 431、357 + 427、357 + 428、357 + 429、357 + 430、357 + 431,A - 右上角数字 1 蓝条中间^^^B - 左边数字 7 蓝条开始,A - 右上角数字 5 蓝条结尾、左边数字 6 单点^^^B - 左下角数字 5 蓝条结尾、右下角数字 5 蓝条结尾,248,606,65 - 0.2,427、428、429、430、431,B - 左边数字 7 蓝条开始,B - 左下角数字 5 蓝条结尾、右下角数字 5 蓝条结尾,248,606,1600729,35 + 0.0
G,6,"耿耿于怀","王笑文",,,分开,398 + 433,B - 左边数字 2 单点^^^B - 左下角数字 3 单点,B - 左上角数字 10 蓝条结尾^^^B - 右上角数字 7 蓝条结尾,219,465,58 - 0.4,398、433,B - 左边数字 2 单点,B - 左上角数字 10 蓝条结尾,219,465,1335716,29 - 0.2
E,9,"E.T.","Katy Perry",,,分开,167 + 389、167 + 390、167 + 391、167 + 392、167 + 393、167 + 394、167 + 396、167 + 397、167 + 389、167 + 390,A - 右下角数字 1 单点^^^B - 左上角数字 1 单点,A - 中间数字 4 蓝条结尾、下面数字 5 单点^^^B - 下面数字 4 蓝条结尾、上面数字 5 单点,222,483,64 + 0.0,167、168、169、170、171、172、174、175、389、390,A - 右下角数字 1 单点,A - 中间数字 4 蓝条结尾、下面数字 5 单点,222,483,1262955,32 + 0.0
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,204 + 260、205 + 260、208 + 260,B - 左下角数字 16 单点^^^B - 左上角数字 5 蓝条开始,B - 左下角数字 2 蓝条中间^^^B - 右下角数字 4 单点,153,289,46 - 0.3,204、205、208,B - 左下角数字 16 单点,B - 左下角数字 2 蓝条中间,153,289,776466,23 - 0.1
,,"德寿宫石墙路的春天","允儿/10cm",,红色,分开,81 + 166、81 + 169、81 + 170,A - 左边数字 4 单点^^^B - 左上角数字 15 蓝条开始,A - 右下角数字 18 单点^^^B - 右上角数字 3 单点,132,239,54 - 0.1,166、169、170,B - 左上角数字 15 蓝条开始,B - 右上角数字 3 单点,132,239,746226,27 + 0.0
B,6,"别爱太满别睡太晚","贺一航",,红色,分开,101 + 291,A - 右上角数字 1 单点^^^B - 右上角数字 1 单点,A - 左下角数字 7 单点^^^B - 左下角数字 7 单点,177,367,47 + 0.2,101、291,A - 右上角数字 1 单点,A - 左下角数字 7 单点,177,367,835804,24 - 0.4
W,10,"Whistle(困难版)","Flo Rida",,,分开,242 + 341、243 + 341,A - 左下角数字 5 绿条中间^^^A - 下面数字 5 单点,A - 左上角数字 11 单点、右上角数字 11 单点^^^A - 下面数字 8 单点,393,867,70 + 0.1,242、243,A - 左下角数字 5 绿条中间,A - 左上角数字 11 单点、右上角数字 11 单点,393,867,2084784,37 + 0.3
,,"鍵ノ間","黒兎ウル",,,分开,215 + 275、215 + 281、215 + 283、215 + 284、215 + 285、215 + 286、215 + 287、215 + 288、215 + 289、215 + 290,B - 左上角数字 9 绿条中间^^^B - 右上角数字 9 蓝条开始,B - 左下角数字 6 单点^^^B - 右边数字 3 单点,205,468,60 + 0.2,215、216,B - 左上角数字 9 绿条中间,B - 左下角数字 6 单点,205,468,1511974,30 + 0.3
Z,8,"仲夏","王北车",,,分开,148 + 344、148 + 345、148 + 346、148 + 344、148 + 345、148 + 346、148 + 344、148 + 345、148 + 346、148 + 344,A - 右下角数字 1 单点^^^B - 左上角数字 1 单点,A - 右下角数字 10 单点^^^B - 左上角数字 10 单点,203,471,44 - 0.2,148、149、150、344、345、346,A - 右下角数字 1 单点,A - 右下角数字 10 单点,203,471,1222711,22 - 0.1
F,10,"Fanfare","Sumika",,,分开,185 + 317、185 + 592、185 + 724、185 + 317、185 + 592、185 + 724、185 + 317、185 + 592、185 + 724、185 + 317,A - 左下角数字 2 蓝条开始^^^A - 右下角数字 2 蓝条开始,A - 右下角数字 4 蓝条结尾、左下角数字 5 单点^^^A - 左下角数字 4 蓝条结尾、右下角数字 5 单点,411,877,60 + 0.4,185、317、592、724,A - 左下角数字 2 蓝条开始,A - 右下角数字 4 蓝条结尾、左下角数字 5 单点,411,877,1855324,30 + 0.2
K,7,"Kids in the Dark","All Time Low",,,分开,234 + 380、234 + 382、234 + 383,B - 左下角数字 5 单点^^^B - 右上角数字 1 单点,B - 左下角数字 6 蓝条结尾^^^B - 左下角数字 5 绿条结尾,205,424,54 - 0.3,380、382、383,B - 右上角数字 1 单点,B - 左下角数字 5 绿条结尾,205,424,1094051,27 - 0.1
